count,streamType,tag,time,values
46125,6,126,1551437892,0.0
46125,6,127,1551437892,0.0
46125,6,130,1551437892,346.0
46124,6,128,1551437889,65296.0
46124,6,131,1551437889,0.0
46124,6,129,1551437889,1.0
46124,6,132,1551437889,0.0
46124,6,126,1551437889,0.0
46124,6,127,1551437889,0.0
46124,6,130,1551437889,0.0
46123,6,128,1551437882,65295.0
46123,6,131,1551437882,900.0
46123,6,129,1551437882,47122.0
46123,6,132,1551437882,4096.0
46123,6,126,1551437882,0.0
46123,6,127,1551437882,0.0
46123,6,130,1551437882,346.0
46122,6,128,1551437879,65296.0
46122,6,131,1551437879,0.0
46122,6,129,1551437879,1.0
46122,6,132,1551437879,0.0
46122,6,126,1551437879,0.0
46122,6,127,1551437879,0.0
46122,6,130,1551437879,0.0
46121,6,128,1551437872,65295.0
46121,6,131,1551437872,900.0
46121,6,129,1551437872,48022.0
46121,6,132,1551437872,4096.0
46121,6,126,1551437872,0.0
46121,6,127,1551437872,0.0
46121,6,130,1551437872,346.0
46120,6,128,1551437869,65296.0
46120,6,131,1551437869,0.0
46120,6,129,1551437869,1.0
46120,6,132,1551437869,0.0
46120,6,126,1551437869,0.0
46120,6,127,1551437869,0.0
46120,6,130,1551437869,0.0
46119,6,128,1551437861,65295.0
46119,6,131,1551437861,900.0
46119,6,129,1551437861,48922.0
46119,6,132,1551437861,4096.0
46119,6,126,1551437861,0.0
46119,6,127,1551437861,0.0
46119,6,130,1551437861,346.0
46118,6,128,1551437858,65296.0
46118,6,131,1551437858,0.0
46118,6,129,1551437858,1.0
46118,6,132,1551437858,0.0
46118,6,126,1551437858,0.0
46118,6,127,1551437858,0.0
46118,6,130,1551437858,0.0
46117,6,128,1551437851,65295.0
46117,6,131,1551437851,900.0
46117,6,129,1551437851,49822.0
46117,6,132,1551437851,4096.0
46117,6,126,1551437851,0.0
46117,6,127,1551437851,0.0
46117,6,130,1551437851,346.0
46116,6,128,1551437848,65296.0
46116,6,131,1551437848,0.0
46116,6,129,1551437848,1.0
46116,6,132,1551437848,0.0
46116,6,126,1551437848,0.0
46116,6,127,1551437848,0.0
46116,6,130,1551437848,0.0
46115,6,128,1551437840,65295.0
46115,6,131,1551437840,900.0
46115,6,129,1551437840,50722.0
46115,6,132,1551437840,4096.0
46115,6,126,1551437840,0.0
46115,6,127,1551437840,0.0
46115,6,130,1551437840,346.0
46114,6,128,1551437839,65296.0
46114,6,131,1551437839,0.0
46114,6,129,1551437839,1.0
46114,6,132,1551437839,0.0
46114,6,126,1551437839,0.0
46114,6,127,1551437839,0.0
46114,6,130,1551437839,0.0
46113,6,128,1551437835,65295.0
46113,6,131,1551437835,499.0
46113,6,129,1551437835,52121.0
46113,6,132,1551437835,4096.0
46113,6,126,1551437835,0.0
46113,6,127,1551437835,0.0
46113,6,130,1551437835,346.0
46112,6,128,1551437833,65296.0
46112,6,131,1551437833,0.0
46112,6,129,1551437833,1.0
46112,6,132,1551437833,0.0
46112,6,126,1551437833,0.0
46112,6,127,1551437833,0.0
46112,6,130,1551437833,0.0
46111,6,128,1551437825,65295.0
46111,6,131,1551437825,900.0
46111,6,129,1551437825,53021.0
46111,6,132,1551437825,4096.0
46111,6,126,1551437825,0.0
46111,6,127,1551437825,0.0
46111,6,130,1551437825,346.0
46110,6,128,1551437822,65296.0
46110,6,131,1551437822,0.0
46110,6,129,1551437822,1.0
46110,6,132,1551437822,0.0
46110,6,126,1551437822,0.0
46110,6,127,1551437822,0.0
46110,6,130,1551437822,0.0
46109,6,128,1551437815,65295.0
46109,6,131,1551437815,900.0
46109,6,129,1551437815,53921.0
46109,6,132,1551437815,4096.0
46109,6,126,1551437815,0.0
46109,6,127,1551437815,0.0
46109,6,130,1551437815,346.0
46108,6,128,1551437811,65296.0
46108,6,131,1551437811,0.0
46108,6,129,1551437811,1.0
46108,6,132,1551437811,0.0
46108,6,126,1551437811,0.0
46108,6,127,1551437811,0.0
46108,6,130,1551437811,0.0
46107,6,128,1551437804,65295.0
46107,6,131,1551437804,900.0
46107,6,129,1551437804,54821.0
46107,6,132,1551437804,4096.0
46107,6,126,1551437804,0.0
46107,6,127,1551437804,0.0
46107,6,130,1551437804,346.0
46106,6,128,1551437801,65296.0
46106,6,131,1551437801,0.0
46106,6,129,1551437801,1.0
46106,6,132,1551437801,0.0
46106,6,126,1551437801,0.0
46106,6,127,1551437801,0.0
46106,6,130,1551437801,0.0
46105,6,128,1551437794,65295.0
46105,6,131,1551437794,900.0
46105,6,129,1551437794,55721.0
46105,6,132,1551437794,4096.0
46105,6,126,1551437794,0.0
46105,6,127,1551437794,0.0
46105,6,130,1551437794,346.0
46104,6,128,1551437791,65296.0
46104,6,131,1551437791,0.0
46104,6,129,1551437791,1.0
46104,6,132,1551437791,0.0
46104,6,126,1551437791,0.0
46104,6,127,1551437791,0.0
46104,6,130,1551437791,0.0
46103,6,128,1551437784,65295.0
46103,6,131,1551437784,900.0
46103,6,129,1551437784,56621.0
46103,6,132,1551437784,4096.0
46103,6,126,1551437784,0.0
46103,6,127,1551437784,0.0
46103,6,130,1551437784,346.0
46102,6,128,1551437780,65296.0
46102,6,131,1551437780,0.0
46102,6,129,1551437780,1.0
46102,6,132,1551437780,0.0
46102,6,126,1551437780,0.0
46102,6,127,1551437780,0.0
46102,6,130,1551437780,0.0
46101,6,128,1551437773,65295.0
46101,6,131,1551437773,900.0
46101,6,129,1551437773,57521.0
46101,6,132,1551437773,4096.0
46101,6,126,1551437773,0.0
46101,6,127,1551437773,0.0
46101,6,130,1551437773,346.0
46100,6,128,1551437770,65296.0
46100,6,131,1551437770,0.0
46100,6,129,1551437770,1.0
46100,6,132,1551437770,0.0
46100,6,126,1551437770,0.0
46100,6,127,1551437770,0.0
46100,6,130,1551437770,0.0
46099,6,128,1551437763,65295.0
46099,6,131,1551437763,900.0
46099,6,129,1551437763,58421.0
46099,6,132,1551437763,4096.0
46099,6,126,1551437763,0.0
46099,6,127,1551437763,0.0
46099,6,130,1551437763,346.0
46098,6,128,1551437760,65296.0
46098,6,131,1551437760,0.0
46098,6,129,1551437760,1.0
46098,6,132,1551437760,0.0
46098,6,126,1551437760,0.0
46098,6,127,1551437760,0.0
46098,6,130,1551437760,0.0
46097,6,128,1551437753,65295.0
46097,6,131,1551437753,900.0
46097,6,129,1551437753,59321.0
46097,6,132,1551437753,4096.0
46097,6,126,1551437753,0.0
46097,6,127,1551437753,0.0
46097,6,130,1551437753,346.0
46096,6,128,1551437750,65296.0
46096,6,131,1551437750,0.0
46096,6,129,1551437750,1.0
46096,6,132,1551437750,0.0
46096,6,126,1551437750,0.0
46096,6,127,1551437750,0.0
46096,6,130,1551437750,0.0
46095,6,128,1551437747,65295.0
46095,6,131,1551437747,405.0
46095,6,129,1551437747,7690.0
46095,6,132,1551437747,4096.0
46095,6,126,1551437747,0.0
46095,6,127,1551437747,0.0
46095,6,130,1551437747,347.0
46094,6,128,1551437744,65296.0
46094,6,131,1551437744,0.0
46094,6,129,1551437744,1.0
46094,6,132,1551437744,0.0
46094,6,126,1551437744,0.0
46094,6,127,1551437744,0.0
46094,6,130,1551437744,0.0
46093,6,128,1551437737,65295.0
46093,6,131,1551437737,900.0
46093,6,129,1551437737,8590.0
46093,6,132,1551437737,4096.0
46093,6,126,1551437737,0.0
46093,6,127,1551437737,0.0
46093,6,130,1551437737,347.0
46092,6,128,1551437734,65296.0
46092,6,131,1551437734,0.0
46092,6,129,1551437734,1.0
46092,6,132,1551437734,0.0
46092,6,126,1551437734,0.0
46092,6,127,1551437734,0.0
46092,6,130,1551437734,0.0
46091,6,128,1551437727,65295.0
46091,6,131,1551437727,900.0
46091,6,129,1551437727,9490.0
46091,6,132,1551437727,4096.0
46091,6,126,1551437727,0.0
46091,6,127,1551437727,0.0
46091,6,130,1551437727,347.0
46090,6,128,1551437723,65296.0
46090,6,131,1551437723,0.0
46090,6,129,1551437723,1.0
46090,6,132,1551437723,0.0
46090,6,126,1551437723,0.0
46090,6,127,1551437723,0.0
46090,6,130,1551437723,0.0
46089,6,128,1551437716,65295.0
