count,streamType,tag,time,values
805608,2,119,1551454273,30.56
805607,2,71,1551454272,0.0
805607,2,13,1551454272,47.805332;100.0
805607,2,6,1551454272,99.0;86.0
805607,2,66,1551454272,0.0
805607,2,12,1551454272,3.0;100.0
805607,2,9,1551454272,1.9607843
805607,2,25,1551454272,45.09804
805607,2,70,1551454272,4.2;86.0
805607,2,23,1551454272,0.0
805607,2,11,1551454272,0.0;0.0
805607,2,7,1551454272,60.0;0.0
805607,2,21,1551454272,21.0
805607,2,22,1551454272,43.92157
805607,2,118,1551454272,32.13
805607,2,24,1551454272,0.0
805607,2,20,1551454272,1007.60004
805607,2,8,1551454272,0.42;86.0
805607,2,19,1551454272,32.0
805607,2,15,1551454272,37.0;100.0
805607,2,26,1551454272,11.764706
805607,2,10,1551454272,10.0;11.0
805607,2,119,1551454272,30.689999
805606,2,71,1551454271,0.0
805606,2,13,1551454271,47.805332;100.0
805606,2,6,1551454271,99.0;86.0
805606,2,66,1551454271,0.0
805606,2,12,1551454271,3.0;100.0
805606,2,9,1551454271,1.9607843
805606,2,25,1551454271,45.09804
805606,2,70,1551454271,4.18;86.0
805606,2,23,1551454271,0.0
805606,2,11,1551454271,0.0;0.0
805606,2,7,1551454271,60.0;0.0
805606,2,21,1551454271,21.0
805606,2,22,1551454271,43.92157
805606,2,118,1551454271,32.09
805606,2,24,1551454271,0.0
805606,2,20,1551454271,1006.9
805606,2,8,1551454271,0.42;86.0
805606,2,19,1551454271,32.0
805606,2,15,1551454271,37.0;100.0
805606,2,26,1551454271,11.764706
805606,2,10,1551454271,10.0;11.0
805606,2,119,1551454271,30.439999
805605,2,71,1551454270,0.0
805605,2,13,1551454270,47.805332;100.0
805605,2,6,1551454270,99.0;86.0
805605,2,66,1551454270,0.0
805605,2,12,1551454270,3.0;100.0
805605,2,9,1551454270,1.9607843
805605,2,25,1551454270,45.09804
805605,2,70,1551454270,4.16;86.0
805605,2,23,1551454270,0.0
805605,2,11,1551454270,0.0;0.0
805605,2,7,1551454270,60.0;0.0
805605,2,21,1551454270,21.0
805605,2,22,1551454270,43.92157
805605,2,118,1551454270,32.03
805605,2,24,1551454270,0.0
805605,2,20,1551454270,1007.4
805605,2,8,1551454270,0.39999998;86.0
805605,2,19,1551454270,32.0
805605,2,15,1551454270,37.0;100.0
805605,2,26,1551454270,11.764706
805605,2,10,1551454270,10.0;11.0
805605,2,119,1551454270,30.56
805604,2,71,1551454269,0.0
805604,2,13,1551454269,47.117786;100.0
805604,2,6,1551454269,99.0;86.0
805604,2,66,1551454269,0.0
805604,2,12,1551454269,3.0;100.0
805604,2,9,1551454269,2.745098
805604,2,25,1551454269,45.09804
805604,2,70,1551454269,4.14;86.0
805604,2,23,1551454269,0.0
805604,2,11,1551454269,0.0;0.0
805604,2,7,1551454269,60.0;0.0
805604,2,21,1551454269,21.0
805604,2,22,1551454269,43.92157
805604,2,118,1551454269,32.09
805604,2,24,1551454269,0.0
805604,2,20,1551454269,1007.8
805604,2,8,1551454269,0.39999998;86.0
805604,2,19,1551454269,32.0
805604,2,15,1551454269,37.0;100.0
805604,2,26,1551454269,11.764706
805604,2,10,1551454269,10.0;11.0
805604,2,119,1551454269,30.75
805603,2,71,1551454268,0.0
805603,2,13,1551454268,47.117786;100.0
805603,2,6,1551454268,99.0;86.0
805603,2,66,1551454268,0.0
805603,2,12,1551454268,3.0;100.0
805603,2,9,1551454268,2.3529413
805603,2,25,1551454268,45.09804
805603,2,70,1551454268,4.12;86.0
805603,2,23,1551454268,0.0
805603,2,11,1551454268,0.0;0.0
805603,2,7,1551454268,60.0;0.0
805603,2,21,1551454268,21.0
805603,2,22,1551454268,43.92157
805603,2,118,1551454268,32.09
805603,2,24,1551454268,0.0
805603,2,20,1551454268,1007.5
805603,2,8,1551454268,0.38;86.0
805603,2,19,1551454268,32.0
805603,2,15,1551454268,37.0;100.0
805603,2,26,1551454268,11.764706
805603,2,10,1551454268,10.0;11.0
805603,2,119,1551454268,30.56
805602,2,71,1551454267,0.0
805602,2,13,1551454267,46.44013;100.0
805602,2,6,1551454267,99.0;86.0
805602,2,66,1551454267,0.0
805602,2,12,1551454267,3.0;100.0
805602,2,9,1551454267,2.745098
805602,2,25,1551454267,45.09804
805602,2,70,1551454267,4.0;86.0
805602,2,23,1551454267,0.0
805602,2,11,1551454267,0.0;0.0
805602,2,7,1551454267,60.0;0.0
805602,2,21,1551454267,21.0
805602,2,22,1551454267,43.92157
805602,2,118,1551454267,32.13
805602,2,24,1551454267,0.0
805602,2,20,1551454267,1007.60004
805602,2,8,1551454267,0.38;86.0
805602,2,19,1551454267,32.0
805602,2,15,1551454267,37.0;100.0
805602,2,26,1551454267,11.764706
805602,2,10,1551454267,10.0;11.0
805602,2,119,1551454267,30.63
805601,2,71,1551454266,0.0
805601,2,13,1551454266,45.772205;100.0
805601,2,6,1551454266,98.0;86.0
805601,2,66,1551454266,0.0
805601,2,12,1551454266,3.0;100.0
805601,2,9,1551454266,2.3529413
805601,2,25,1551454266,45.09804
805601,2,70,1551454266,3.82;86.0
805601,2,23,1551454266,0.0
805601,2,11,1551454266,0.0;0.0
805601,2,7,1551454266,60.0;0.0
805601,2,21,1551454266,21.0
805601,2,22,1551454266,43.92157
805601,2,118,1551454266,32.13
805601,2,24,1551454266,0.0
805601,2,20,1551454266,1007.60004
805601,2,8,1551454266,0.38;86.0
805601,2,19,1551454266,32.0
805601,2,15,1551454266,37.0;100.0
805601,2,26,1551454266,11.764706
805601,2,10,1551454266,10.0;11.0
805601,2,119,1551454266,30.63
805600,2,71,1551454265,0.0
805600,2,13,1551454265,44.46505;100.0
805600,2,6,1551454265,98.0;86.0
805600,2,66,1551454265,0.0
805600,2,12,1551454265,3.0;100.0
805600,2,9,1551454265,1.5686275
805600,2,25,1551454265,45.09804
805600,2,70,1551454265,3.72;86.0
805600,2,23,1551454265,0.0
805600,2,11,1551454265,0.0;0.0
805600,2,7,1551454265,60.0;0.0
805600,2,21,1551454265,21.0
805600,2,22,1551454265,43.92157
805600,2,118,1551454265,32.13
805600,2,24,1551454265,0.0
805600,2,20,1551454265,1007.2
805600,2,8,1551454265,0.35999998;86.0
805600,2,19,1551454265,32.0
805600,2,15,1551454265,37.0;100.0
805600,2,26,1551454265,11.764706
805600,2,10,1551454265,10.0;11.0
805600,2,119,1551454265,30.5
805599,2,71,1551454264,0.0
805599,2,13,1551454264,43.825542;100.0
805599,2,6,1551454264,97.0;86.0
805599,2,66,1551454264,0.0
805599,2,12,1551454264,3.0;100.0
805599,2,9,1551454264,1.5686275
805599,2,25,1551454264,45.09804
805599,2,70,1551454264,3.62;86.0
805599,2,23,1551454264,0.0
805599,2,11,1551454264,0.0;0.0
805599,2,7,1551454264,60.0;0.0
805599,2,21,1551454264,21.0
805599,2,22,1551454264,43.92157
805599,2,118,1551454264,32.19
805599,2,24,1551454264,0.0
805599,2,20,1551454264,1007.3
805599,2,8,1551454264,0.35999998;86.0
805599,2,19,1551454264,32.0
805599,2,15,1551454264,37.0;100.0
805599,2,26,1551454264,11.764706
805599,2,10,1551454264,10.0;11.0
805599,2,119,1551454264,30.56
805598,2,71,1551454263,0.0
805598,2,13,1551454263,43.19522;100.0
805598,2,6,1551454263,97.0;86.0
805598,2,66,1551454263,0.0
805598,2,12,1551454263,3.0;100.0
805598,2,9,1551454263,1.5686275
805598,2,25,1551454263,45.09804
805598,2,70,1551454263,3.5;86.0
805598,2,23,1551454263,0.0
805598,2,11,1551454263,0.0;0.0
805598,2,7,1551454263,60.0;0.0
805598,2,21,1551454263,21.0
805598,2,22,1551454263,43.92157
805598,2,118,1551454263,32.25
805598,2,24,1551454263,0.0
805598,2,20,1551454263,1007.3
805598,2,8,1551454263,0.34;86.0
805598,2,19,1551454263,32.0
805598,2,15,1551454263,37.0;100.0
805598,2,26,1551454263,11.764706
805598,2,10,1551454263,10.0;11.0
805598,2,119,1551454263,30.5
805597,2,71,1551454262,0.0
805597,2,13,1551454262,43.19522;100.0
805597,2,6,1551454262,97.0;86.0
805597,2,66,1551454262,0.0
805597,2,12,1551454262,0.0;0.0
805597,2,9,1551454262,2.3529413
805597,2,25,1551454262,45.09804
805597,2,70,1551454262,3.3999999;86.0
805597,2,23,1551454262,0.0
805597,2,11,1551454262,0.0;0.0
805597,2,7,1551454262,60.0;0.0
805597,2,21,1551454262,21.0
805597,2,22,1551454262,43.92157
805597,2,118,1551454262,32.03
805597,2,24,1551454262,0.0
805597,2,20,1551454262,1007.7
805597,2,8,1551454262,0.34;86.0
805597,2,19,1551454262,31.97
805597,2,15,1551454262,37.0;100.0
805597,2,26,1551454262,11.764706
805597,2,10,1551454262,10.0;10.0
805597,2,119,1551454262,30.63
805596,2,71,1551454261,0.0
805596,2,13,1551454261,43.19522;100.0
805596,2,6,1551454261,97.0;86.0
805596,2,66,1551454261,0.0
805596,2,12,1551454261,0.0;0.0
805596,2,9,1551454261,1.5686275
805596,2,25,1551454261,45.09804
805596,2,70,1551454261,3.26;86.0
805596,2,23,1551454261,0.0
805596,2,11,1551454261,0.0;0.0
805596,2,7,1551454261,60.0;0.0
805596,2,21,1551454261,21.0
805596,2,22,1551454261,43.92157
805596,2,118,1551454261,32.03
805596,2,24,1551454261,0.0
805596,2,20,1551454261,1007.8
805596,2,8,1551454261,0.32;86.0
805596,2,19,1551454261,31.97
805596,2,15,1551454261,37.0;100.0
805596,2,26,1551454261,11.764706
805596,2,10,1551454261,10.0;10.0
805596,2,119,1551454261,30.689999
805595,2,71,1551454260,0.0
805595,2,13,1551454260,43.19522;100.0
805595,2,6,1551454260,97.0;86.0
805595,2,66,1551454260,0.0
805595,2,12,1551454260,0.0;0.0
805595,2,9,1551454260,1.5686275
805595,2,25,1551454260,45.09804
805595,2,70,1551454260,3.02;86.0
805595,2,23,1551454260,0.0
805595,2,11,1551454260,0.0;0.0
805595,2,7,1551454260,60.0;0.0
805595,2,21,1551454260,21.0
805595,2,22,1551454260,43.92157
805595,2,118,1551454260,32.03
805595,2,24,1551454260,0.0
805595,2,20,1551454260,1007.0
805595,2,8,1551454260,0.32;86.0
805595,2,19,1551454260,31.97
805595,2,15,1551454260,37.0;100.0
805595,2,26,1551454260,11.764706
805595,2,10,1551454260,10.0;10.0
805595,2,119,1551454260,30.38
805594,2,71,1551454259,0.0
805594,2,13,1551454259,43.825542;100.0
805594,2,6,1551454259,97.0;86.0
805594,2,66,1551454259,0.0
805594,2,12,1551454259,0.0;0.0
805594,2,9,1551454259,1.1764706
805594,2,25,1551454259,45.09804
805594,2,70,1551454259,2.9399998;86.0
805594,2,23,1551454259,0.0
805594,2,11,1551454259,0.0;0.0
805594,2,7,1551454259,60.0;0.0
805594,2,21,1551454259,21.0
805594,2,22,1551454259,43.92157
805594,2,118,1551454259,32.059998
805594,2,24,1551454259,0.0
805594,2,20,1551454259,1007.3
805594,2,8,1551454259,0.32;86.0
805594,2,19,1551454259,31.97
805594,2,15,1551454259,37.0;100.0
805594,2,26,1551454259,11.764706
805594,2,10,1551454259,10.0;10.0
805594,2,119,1551454259,30.56
805593,2,71,1551454258,0.0
805593,2,13,1551454258,45.113884;100.0
805593,2,6,1551454258,98.0;86.0
805593,2,66,1551454258,0.0
805593,2,12,1551454258,0.0;0.0
805593,2,9,1551454258,1.5686275
805593,2,25,1551454258,45.09804
805593,2,70,1551454258,2.9199998;86.0
805593,2,23,1551454258,0.0
805593,2,11,1551454258,0.0;0.0
805593,2,7,1551454258,60.0;0.0
805593,2,21,1551454258,21.0
805593,2,22,1551454258,43.92157
805593,2,118,1551454258,32.059998
805593,2,24,1551454258,0.0
805593,2,20,1551454258,1007.60004
805593,2,8,1551454258,0.29999998;86.0
805593,2,19,1551454258,31.97
805593,2,15,1551454258,37.0;100.0
805593,2,26,1551454258,11.764706
805593,2,10,1551454258,10.0;10.0
805593,2,119,1551454258,30.63
805592,2,71,1551454257,0.0
805592,2,13,1551454257,45.772205;100.0
805592,2,6,1551454257,98.0;86.0
805592,2,66,1551454257,0.0
805592,2,12,1551454257,0.0;0.0
805592,2,9,1551454257,1.5686275
805592,2,25,1551454257,45.09804
805592,2,70,1551454257,2.8799999;86.0
805592,2,23,1551454257,0.0
805592,2,11,1551454257,0.0;0.0
805592,2,7,1551454257,60.0;0.0
805592,2,21,1551454257,21.0
805592,2,22,1551454257,43.92157
805592,2,118,1551454257,32.03
805592,2,24,1551454257,0.0
805592,2,20,1551454257,1007.60004
805592,2,8,1551454257,0.29999998;86.0
805592,2,19,1551454257,31.97
805592,2,15,1551454257,37.0;100.0
805592,2,26,1551454257,11.764706
805592,2,10,1551454257,10.0;10.0
805592,2,119,1551454257,30.63
805591,2,71,1551454256,0.0
805591,2,13,1551454256,47.117786;100.0
805591,2,6,1551454256,99.0;86.0
805591,2,66,1551454256,0.0
805591,2,12,1551454256,0.0;0.0
805591,2,9,1551454256,1.9607843
805591,2,25,1551454256,45.09804
805591,2,70,1551454256,2.82;86.0
805591,2,23,1551454256,0.0
805591,2,11,1551454256,0.0;0.0
805591,2,7,1551454256,60.0;0.0
805591,2,21,1551454256,21.0
805591,2,22,1551454256,43.92157
805591,2,118,1551454256,32.059998
805591,2,24,1551454256,0.0
805591,2,20,1551454256,1007.4
805591,2,8,1551454256,0.29999998;86.0
805591,2,19,1551454256,31.97
805591,2,15,1551454256,37.0;100.0
805591,2,26,1551454256,11.764706
805591,2,10,1551454256,10.0;10.0
805591,2,119,1551454256,30.56
805590,2,71,1551454255,0.0
805590,2,13,1551454255,48.502926;100.0
805590,2,6,1551454255,99.0;86.0
805590,2,66,1551454255,0.0
805590,2,12,1551454255,0.0;0.0
805590,2,9,1551454255,1.5686275
805590,2,25,1551454255,45.09804
805590,2,70,1551454255,2.72;86.0
805590,2,23,1551454255,0.0
805590,2,11,1551454255,0.0;0.0
805590,2,7,1551454255,60.0;0.0
805590,2,21,1551454255,21.0
805590,2,22,1551454255,43.92157
805590,2,118,1551454255,32.03
805590,2,24,1551454255,0.0
805590,2,20,1551454255,1007.7
805590,2,8,1551454255,0.29999998;86.0
805590,2,19,1551454255,31.97
805590,2,15,1551454255,37.0;100.0
805590,2,26,1551454255,11.764706
805590,2,10,1551454255,10.0;10.0
805590,2,119,1551454255,30.689999
805589,2,71,1551454254,0.0
805589,2,13,1551454254,49.2107;100.0
805589,2,6,1551454254,100.0;86.0
805589,2,66,1551454254,0.0
805589,2,12,1551454254,0.0;0.0
805589,2,9,1551454254,1.5686275
805589,2,25,1551454254,45.09804
805589,2,70,1551454254,2.56;86.0
805589,2,23,1551454254,0.0
805589,2,11,1551454254,0.0;0.0
805589,2,7,1551454254,60.0;0.0
805589,2,21,1551454254,21.0
805589,2,22,1551454254,43.92157
805589,2,118,1551454254,32.03
805589,2,24,1551454254,0.0
805589,2,20,1551454254,1007.5
805589,2,8,1551454254,0.28;86.0
805589,2,19,1551454254,31.97
805589,2,15,1551454254,37.0;100.0
805589,2,26,1551454254,11.764706
805589,2,10,1551454254,10.0;10.0
805589,2,119,1551454254,30.56
805588,2,71,1551454253,0.0
805588,2,13,1551454253,50.65735;100.0
805588,2,6,1551454253,100.0;86.0
805588,2,66,1551454253,0.0
805588,2,12,1551454253,0.0;0.0
805588,2,9,1551454253,1.5686275
805588,2,25,1551454253,45.09804
805588,2,70,1551454253,2.48;86.0
805588,2,23,1551454253,0.0
805588,2,11,1551454253,0.0;0.0
805588,2,7,1551454253,60.0;0.0
805588,2,21,1551454253,21.0
805588,2,22,1551454253,43.92157
805588,2,118,1551454253,32.03
805588,2,24,1551454253,0.0
805588,2,20,1551454253,1007.7
805588,2,8,1551454253,0.28;86.0
805588,2,19,1551454253,31.97
805588,2,15,1551454253,37.0;100.0
805588,2,26,1551454253,11.764706
805588,2,10,1551454253,10.0;10.0
805588,2,119,1551454253,30.63
805587,2,71,1551454252,0.0
805587,2,13,1551454252,52.14656;100.0
805587,2,6,1551454252,101.0;86.0
805587,2,66,1551454252,0.0
805587,2,12,1551454252,0.0;0.0
805587,2,9,1551454252,1.5686275
805587,2,25,1551454252,45.09804
805587,2,70,1551454252,2.24;86.0
805587,2,23,1551454252,0.0
805587,2,11,1551454252,0.0;0.0
805587,2,7,1551454252,60.0;0.0
805587,2,21,1551454252,21.0
805587,2,22,1551454252,43.92157
805587,2,118,1551454252,32.059998
805587,2,24,1551454252,0.0
805587,2,20,1551454252,1007.4
805587,2,8,1551454252,0.28;86.0
805587,2,19,1551454252,31.97
805587,2,15,1551454252,37.0;100.0
805587,2,26,1551454252,11.764706
805587,2,10,1551454252,10.0;10.0
805587,2,119,1551454252,30.56
805586,2,71,1551454251,0.0
805586,2,13,1551454251,53.679516;100.0
805586,2,6,1551454251,102.0;86.0
805586,2,66,1551454251,0.0
805586,2,12,1551454251,0.0;0.0
805586,2,9,1551454251,1.5686275
805586,2,25,1551454251,45.09804
805586,2,70,1551454251,2.18;86.0
805586,2,23,1551454251,0.0
805586,2,11,1551454251,0.0;0.0
805586,2,7,1551454251,60.0;0.0
805586,2,21,1551454251,21.0
805586,2,22,1551454251,43.92157
805586,2,118,1551454251,32.059998
805586,2,24,1551454251,0.0
805586,2,20,1551454251,1007.60004
805586,2,8,1551454251,0.28;86.0
805586,2,19,1551454251,31.97
805586,2,15,1551454251,37.0;100.0
805586,2,26,1551454251,11.764706
805586,2,10,1551454251,10.0;10.0
805586,2,119,1551454251,30.56
805585,2,71,1551454250,0.0
805585,2,13,1551454250,56.063892;100.0
805585,2,6,1551454250,103.0;86.0
805585,2,66,1551454250,0.0
805585,2,12,1551454250,0.0;0.0
805585,2,9,1551454250,1.5686275
805585,2,25,1551454250,45.09804
805585,2,70,1551454250,2.12;86.0
805585,2,23,1551454250,0.0
805585,2,11,1551454250,0.0;0.0
805585,2,7,1551454250,60.0;0.0
805585,2,21,1551454250,21.0
805585,2,22,1551454250,43.92157
805585,2,118,1551454250,32.059998
805585,2,24,1551454250,0.0
805585,2,20,1551454250,1007.2
805585,2,8,1551454250,0.28;86.0
805585,2,19,1551454250,31.97
805585,2,15,1551454250,37.0;100.0
805585,2,26,1551454250,11.764706
805585,2,10,1551454250,10.0;10.0
805585,2,119,1551454250,30.439999
805584,2,71,1551454249,0.0
805584,2,13,1551454249,56.88198;100.0
805584,2,6,1551454249,103.0;86.0
805584,2,66,1551454249,0.0
805584,2,12,1551454249,0.0;0.0
805584,2,9,1551454249,1.9607843
805584,2,25,1551454249,45.09804
805584,2,70,1551454249,2.12;86.0
805584,2,23,1551454249,0.0
805584,2,11,1551454249,0.0;0.0
805584,2,7,1551454249,60.0;0.0
805584,2,21,1551454249,21.0
805584,2,22,1551454249,43.92157
805584,2,118,1551454249,32.059998
805584,2,24,1551454249,0.0
805584,2,20,1551454249,1007.3
805584,2,8,1551454249,0.28;86.0
805584,2,19,1551454249,31.97
805584,2,15,1551454249,37.0;100.0
805584,2,26,1551454249,11.764706
805584,2,10,1551454249,10.0;10.0
805584,2,119,1551454249,30.5
805583,2,71,1551454248,0.0
805583,2,13,1551454248,57.712006;100.0
805583,2,6,1551454248,104.0;86.0
805583,2,66,1551454248,0.0
805583,2,12,1551454248,0.0;0.0
805583,2,9,1551454248,1.5686275
805583,2,25,1551454248,45.09804
805583,2,70,1551454248,2.12;86.0
805583,2,23,1551454248,0.0
805583,2,11,1551454248,0.0;0.0
805583,2,7,1551454248,60.0;0.0
805583,2,21,1551454248,21.0
805583,2,22,1551454248,43.92157
805583,2,118,1551454248,32.059998
805583,2,24,1551454248,0.0
805583,2,20,1551454248,1007.5
805583,2,8,1551454248,0.28;86.0
805583,2,19,1551454248,31.97
805583,2,15,1551454248,37.0;100.0
805583,2,26,1551454248,11.764706
805583,2,10,1551454248,10.0;10.0
805583,2,119,1551454248,30.63
805582,2,71,1551454247,0.0
805582,2,13,1551454247,58.55416;100.0
805582,2,6,1551454247,104.0;86.0
805582,2,66,1551454247,0.0
805582,2,12,1551454247,0.0;0.0
805582,2,9,1551454247,1.5686275
805582,2,25,1551454247,45.09804
805582,2,70,1551454247,2.1599998;86.0
805582,2,23,1551454247,0.0
805582,2,11,1551454247,0.0;0.0
805582,2,7,1551454247,60.0;0.0
805582,2,21,1551454247,21.0
805582,2,22,1551454247,43.92157
805582,2,118,1551454247,32.09
805582,2,24,1551454247,0.0
805582,2,20,1551454247,1007.4
805582,2,8,1551454247,0.28;86.0
805582,2,19,1551454247,31.97
805582,2,15,1551454247,37.0;100.0
805582,2,26,1551454247,11.764706
805582,2,10,1551454247,10.0;9.0
805582,2,119,1551454247,30.56
805581,2,71,1551454246,0.0
805581,2,13,1551454246,59.408607;100.0
805581,2,6,1551454246,105.0;86.0
805581,2,66,1551454246,0.0
805581,2,12,1551454246,0.0;0.0
805581,2,9,1551454246,1.5686275
805581,2,25,1551454246,45.09804
805581,2,70,1551454246,2.22;86.0
805581,2,23,1551454246,0.0
805581,2,11,1551454246,0.0;0.0
805581,2,7,1551454246,60.0;0.0
805581,2,21,1551454246,21.0
805581,2,22,1551454246,43.92157
805581,2,118,1551454246,32.13
805581,2,24,1551454246,0.0
805581,2,20,1551454246,1007.5
805581,2,8,1551454246,0.28;86.0
805581,2,19,1551454246,31.97
805581,2,15,1551454246,37.0;100.0
805581,2,26,1551454246,11.764706
805581,2,10,1551454246,10.0;9.0
805581,2,119,1551454246,30.56
805580,2,71,1551454245,0.0
805580,2,13,1551454245,60.2755;100.0
805580,2,6,1551454245,105.0;86.0
805580,2,66,1551454245,0.0
805580,2,12,1551454245,0.0;0.0
805580,2,9,1551454245,1.5686275
805580,2,25,1551454245,45.09804
805580,2,70,1551454245,2.26;86.0
805580,2,23,1551454245,0.0
805580,2,11,1551454245,0.0;0.0
805580,2,7,1551454245,60.0;0.0
805580,2,21,1551454245,21.0
805580,2,22,1551454245,43.92157
805580,2,118,1551454245,32.219997
805580,2,24,1551454245,0.0
805580,2,20,1551454245,1007.7
805580,2,8,1551454245,0.28;86.0
805580,2,19,1551454245,31.97
805580,2,15,1551454245,37.0;100.0
805580,2,26,1551454245,11.764706
805580,2,10,1551454245,10.0;9.0
805580,2,119,1551454245,30.63
805579,2,71,1551454244,0.0
805579,2,13,1551454244,62.047443;100.0
805579,2,6,1551454244,106.0;86.0
805579,2,66,1551454244,0.0
805579,2,12,1551454244,0.0;0.0
805579,2,9,1551454244,1.5686275
805579,2,25,1551454244,45.09804
805579,2,70,1551454244,2.24;86.0
805579,2,23,1551454244,0.0
805579,2,11,1551454244,0.0;0.0
805579,2,7,1551454244,60.0;0.0
805579,2,21,1551454244,21.0
805579,2,22,1551454244,43.92157
805579,2,118,1551454244,32.13
805579,2,24,1551454244,0.0
805579,2,20,1551454244,1007.3
805579,2,8,1551454244,0.28;86.0
805579,2,19,1551454244,31.97
805579,2,15,1551454244,37.0;100.0
805579,2,26,1551454244,11.764706
805579,2,10,1551454244,10.0;9.0
805579,2,119,1551454244,30.5
805578,2,71,1551454243,0.0
805578,2,13,1551454243,62.952866;100.0
805578,2,6,1551454243,107.0;86.0
805578,2,66,1551454243,0.0
805578,2,12,1551454243,0.0;0.0
805578,2,9,1551454243,1.9607843
805578,2,25,1551454243,45.09804
805578,2,70,1551454243,2.26;86.0
805578,2,23,1551454243,0.0
805578,2,11,1551454243,0.0;0.0
805578,2,7,1551454243,60.0;0.0
805578,2,21,1551454243,21.0
805578,2,22,1551454243,43.92157
805578,2,118,1551454243,32.0
805578,2,24,1551454243,0.0
805578,2,20,1551454243,1007.10004
805578,2,8,1551454243,0.28;86.0
805578,2,19,1551454243,31.939999
805578,2,15,1551454243,37.0;100.0
805578,2,26,1551454243,11.764706
805578,2,10,1551454243,10.0;9.0
805578,2,119,1551454243,30.439999
805577,2,71,1551454242,0.0
805577,2,13,1551454242,64.80349;100.0
805577,2,6,1551454242,107.0;86.0
805577,2,66,1551454242,0.0
805577,2,12,1551454242,0.0;0.0
805577,2,9,1551454242,1.9607843
805577,2,25,1551454242,45.09804
805577,2,70,1551454242,2.3;86.0
805577,2,23,1551454242,0.0
805577,2,11,1551454242,0.0;0.0
805577,2,7,1551454242,60.0;0.0
805577,2,21,1551454242,21.0
805577,2,22,1551454242,43.92157
805577,2,118,1551454242,32.0
805577,2,24,1551454242,0.0
805577,2,20,1551454242,1007.7
805577,2,8,1551454242,0.28;86.0
805577,2,19,1551454242,31.939999
805577,2,15,1551454242,37.0;100.0
805577,2,26,1551454242,11.764706
805577,2,10,1551454242,10.0;9.0
805577,2,119,1551454242,30.63
805576,2,71,1551454241,0.0
805576,2,13,1551454241,65.74913;100.0
805576,2,6,1551454241,108.0;85.0
805576,2,66,1551454241,0.0
805576,2,12,1551454241,0.0;0.0
805576,2,9,1551454241,2.3529413
805576,2,25,1551454241,45.09804
805576,2,70,1551454241,2.3;85.0
805576,2,23,1551454241,0.0
805576,2,11,1551454241,0.0;0.0
805576,2,7,1551454241,60.0;0.0
805576,2,21,1551454241,21.0
805576,2,22,1551454241,43.92157
805576,2,118,1551454241,32.0
805576,2,24,1551454241,0.0
805576,2,20,1551454241,1007.4
805576,2,8,1551454241,0.28;85.0
805576,2,19,1551454241,31.939999
805576,2,15,1551454241,37.0;100.0
805576,2,26,1551454241,11.764706
805576,2,10,1551454241,10.0;9.0
805576,2,119,1551454241,30.5
805575,2,71,1551454240,0.0
805575,2,13,1551454240,64.80349;100.0
805575,2,6,1551454240,108.0;86.0
805575,2,66,1551454240,0.0
805575,2,12,1551454240,0.0;0.0
805575,2,9,1551454240,1.9607843
805575,2,25,1551454240,45.09804
805575,2,70,1551454240,2.28;86.0
805575,2,23,1551454240,0.0
805575,2,11,1551454240,0.0;0.0
805575,2,7,1551454240,60.0;0.0
805575,2,21,1551454240,21.0
805575,2,22,1551454240,43.92157
805575,2,118,1551454240,32.03
805575,2,24,1551454240,0.0
805575,2,20,1551454240,1007.3
805575,2,8,1551454240,0.28;86.0
805575,2,19,1551454240,31.939999
805575,2,15,1551454240,37.0;100.0
805575,2,26,1551454240,11.764706
805575,2,10,1551454240,10.0;9.0
805575,2,119,1551454240,30.5
805574,2,71,1551454239,0.0
805574,2,13,1551454239,64.80349;100.0
805574,2,6,1551454239,107.0;86.0
805574,2,66,1551454239,0.0
805574,2,12,1551454239,0.0;0.0
805574,2,9,1551454239,3.137255
805574,2,25,1551454239,45.09804
805574,2,70,1551454239,2.28;86.0
805574,2,23,1551454239,0.0
805574,2,11,1551454239,0.0;0.0
805574,2,7,1551454239,60.0;0.0
805574,2,21,1551454239,21.0
805574,2,22,1551454239,43.92157
805574,2,118,1551454239,32.03
805574,2,24,1551454239,0.0
805574,2,20,1551454239,1007.4
805574,2,8,1551454239,0.28;86.0
805574,2,19,1551454239,31.939999
805574,2,15,1551454239,37.0;100.0
805574,2,26,1551454239,11.764706
805574,2,10,1551454239,10.0;9.0
805574,2,119,1551454239,30.56
805573,2,71,1551454238,0.0
805573,2,13,1551454238,63.871475;100.0
805573,2,6,1551454238,107.0;86.0
805573,2,66,1551454238,0.0
805573,2,12,1551454238,0.0;0.0
805573,2,9,1551454238,1.9607843
805573,2,25,1551454238,45.09804
805573,2,70,1551454238,2.24;86.0
805573,2,23,1551454238,0.0
805573,2,11,1551454238,0.0;0.0
805573,2,7,1551454238,60.0;0.0
805573,2,21,1551454238,21.0
805573,2,22,1551454238,43.92157
805573,2,118,1551454238,32.03
805573,2,24,1551454238,0.0
805573,2,20,1551454238,1007.0
805573,2,8,1551454238,0.28;86.0
805573,2,19,1551454238,31.939999
805573,2,15,1551454238,37.0;100.0
805573,2,26,1551454238,11.764706
805573,2,10,1551454238,10.0;9.0
805573,2,119,1551454238,30.38
805572,2,71,1551454237,0.0
805572,2,13,1551454237,63.871475;100.0
805572,2,6,1551454237,107.0;86.0
805572,2,66,1551454237,0.0
805572,2,12,1551454237,0.0;0.0
