count,streamType,tag,time,values
785659,4,14,1551453756,916.0;11.0
785660,4,14,1551453757,958.0;12.0
785661,4,14,1551453758,921.0;11.0
785662,4,14,1551453759,881.0;15.0
785663,4,14,1551453760,876.0;15.0
785664,4,14,1551453761,955.0;10.0
785665,4,14,1551453762,884.0;11.0
785666,4,14,1551453763,922.0;11.0
785668,4,14,1551453764,836.0;12.0
785667,4,14,1551453764,948.0;11.0
785669,4,14,1551453765,864.0;13.0
785670,4,14,1551453766,915.0;11.0
785671,4,14,1551453767,911.0;15.0
785672,4,14,1551453768,826.0;11.0
785673,4,14,1551453769,850.0;11.0
785674,4,14,1551453770,927.0;12.0
785675,4,14,1551453771,967.0;15.0
785676,4,14,1551453772,881.0;12.0
785678,4,14,1551453773,902.0;12.0
785677,4,14,1551453773,895.0;15.0
785679,4,14,1551453774,946.0;12.0
785680,4,14,1551453775,856.0;15.0
785624,4,14,1551453725,835.0;14.0
785623,4,14,1551453725,835.0;14.0
785625,4,14,1551453726,835.0;14.0
785626,4,14,1551453727,835.0;14.0
785627,4,14,1551453728,835.0;14.0
785628,4,14,1551453729,842.0;14.0
785629,4,14,1551453730,850.0;14.0
785631,4,14,1551453731,855.0;14.0
785630,4,14,1551453731,855.0;14.0
785632,4,14,1551453732,860.0;14.0
785633,4,14,1551453733,864.0;14.0
785634,4,14,1551453734,870.0;14.0
785635,4,14,1551453735,876.0;14.0
785636,4,14,1551453736,881.0;14.0
785637,4,14,1551453737,886.0;14.0
785639,4,14,1551453738,890.0;14.0
785638,4,14,1551453738,890.0;14.0
785640,4,14,1551453739,894.0;14.0
785641,4,14,1551453740,895.0;14.0
785642,4,14,1551453741,895.0;14.0
785643,4,14,1551453742,895.0;14.0
785644,4,14,1551453743,899.0;14.0
785645,4,14,1551453744,904.0;14.0
785646,4,14,1551453745,908.0;14.0
785648,4,14,1551453746,897.0;11.0
785647,4,14,1551453746,834.0;15.0
785649,4,14,1551453747,960.0;10.0
785650,4,14,1551453748,968.0;12.0
785651,4,14,1551453749,913.0;10.0
785592,4,14,1551453700,799.0;14.0
785593,4,14,1551453700,801.0;14.0
785595,4,14,1551453701,803.0;14.0
785594,4,14,1551453701,803.0;14.0
785596,4,14,1551453702,805.0;14.0
785597,4,14,1551453703,807.0;14.0
785598,4,14,1551453704,810.0;14.0
785600,4,14,1551453705,814.0;14.0
785599,4,14,1551453705,814.0;14.0
785601,4,14,1551453706,816.0;14.0
785602,4,14,1551453707,820.0;14.0
785603,4,14,1551453708,824.0;14.0
785604,4,14,1551453709,826.0;14.0
785606,4,14,1551453710,829.0;14.0
785605,4,14,1551453710,829.0;14.0
785607,4,14,1551453711,830.0;14.0
785608,4,14,1551453712,831.0;14.0
785609,4,14,1551453713,832.0;14.0
785610,4,14,1551453714,832.0;14.0
785612,4,14,1551453715,832.0;14.0
785611,4,14,1551453715,832.0;14.0
785613,4,14,1551453716,832.0;14.0
785614,4,14,1551453717,833.0;14.0
785615,4,14,1551453718,836.0;14.0
785616,4,14,1551453719,836.0;14.0
785618,4,14,1551453720,838.0;14.0
785617,4,14,1551453720,838.0;14.0
785619,4,14,1551453721,842.0;14.0
785620,4,14,1551453722,843.0;14.0
785621,4,14,1551453723,842.0;14.0
785622,4,14,1551453724,839.0;14.0
785561,4,14,1551453675,834.0;14.0
785562,4,14,1551453675,829.0;14.0
785564,4,14,1551453676,824.0;14.0
785563,4,14,1551453676,824.0;14.0
785565,4,14,1551453677,822.0;14.0
785566,4,14,1551453678,822.0;14.0
785567,4,14,1551453679,822.0;14.0
785568,4,14,1551453680,822.0;14.0
785570,4,14,1551453681,821.0;14.0
785569,4,14,1551453681,821.0;14.0
785571,4,14,1551453682,820.0;14.0
785572,4,14,1551453683,819.0;14.0
785573,4,14,1551453684,816.0;14.0
785575,4,14,1551453685,815.0;14.0
785574,4,14,1551453685,815.0;14.0
785576,4,14,1551453686,813.0;14.0
785577,4,14,1551453687,809.0;14.0
785578,4,14,1551453688,807.0;14.0
785580,4,14,1551453689,805.0;14.0
785579,4,14,1551453689,805.0;14.0
785581,4,14,1551453690,803.0;14.0
785582,4,14,1551453691,799.0;14.0
785583,4,14,1551453692,795.0;14.0
785585,4,14,1551453693,793.0;14.0
785584,4,14,1551453693,793.0;14.0
785586,4,14,1551453694,794.0;14.0
785587,4,14,1551453695,795.0;14.0
785588,4,14,1551453696,797.0;14.0
785590,4,14,1551453697,798.0;14.0
785589,4,14,1551453697,798.0;14.0
785591,4,14,1551453698,798.0;14.0
785532,4,14,1551453649,928.0;14.0
785533,4,14,1551453649,930.0;14.0
785534,4,14,1551453650,931.0;14.0
785535,4,14,1551453651,920.0;14.0
785536,4,14,1551453652,909.0;14.0
785537,4,14,1551453653,904.0;14.0
785538,4,14,1551453654,903.0;14.0
785539,4,14,1551453655,902.0;14.0
785540,4,14,1551453656,904.0;14.0
785541,4,14,1551453657,904.0;14.0
785543,4,14,1551453658,902.0;14.0
785542,4,14,1551453658,902.0;14.0
785544,4,14,1551453659,900.0;14.0
785545,4,14,1551453660,898.0;14.0
785546,4,14,1551453661,893.0;14.0
785547,4,14,1551453662,886.0;14.0
785548,4,14,1551453663,879.0;14.0
785549,4,14,1551453664,872.0;14.0
785551,4,14,1551453665,865.0;14.0
785550,4,14,1551453665,865.0;14.0
785552,4,14,1551453666,859.0;14.0
785553,4,14,1551453667,855.0;14.0
785554,4,14,1551453668,852.0;14.0
785555,4,14,1551453669,848.0;14.0
785556,4,14,1551453670,845.0;14.0
785558,4,14,1551453671,843.0;14.0
785557,4,14,1551453671,843.0;14.0
785559,4,14,1551453672,839.0;14.0
785560,4,14,1551453673,837.0;14.0
785503,4,14,1551453623,913.0;14.0
785504,4,14,1551453623,918.0;14.0
785506,4,14,1551453624,923.0;14.0
785505,4,14,1551453624,923.0;14.0
785507,4,14,1551453625,930.0;14.0
785508,4,14,1551453626,935.0;14.0
785509,4,14,1551453627,938.0;14.0
785510,4,14,1551453628,940.0;14.0
785511,4,14,1551453629,941.0;14.0
785512,4,14,1551453630,939.0;14.0
785513,4,14,1551453631,936.0;14.0
785514,4,14,1551453632,930.0;14.0
785515,4,14,1551453633,924.0;14.0
785516,4,14,1551453634,920.0;14.0
785517,4,14,1551453635,915.0;14.0
785518,4,14,1551453636,912.0;14.0
785520,4,14,1551453637,911.0;14.0
785519,4,14,1551453637,911.0;14.0
785521,4,14,1551453638,906.0;14.0
785522,4,14,1551453639,903.0;14.0
785523,4,14,1551453640,902.0;14.0
785524,4,14,1551453641,904.0;14.0
785525,4,14,1551453642,908.0;14.0
785526,4,14,1551453643,913.0;14.0
785527,4,14,1551453644,921.0;14.0
785528,4,14,1551453645,924.0;14.0
785529,4,14,1551453646,928.0;14.0
785530,4,14,1551453647,929.0;14.0
785531,4,14,1551453648,928.0;14.0
785474,4,14,1551453597,823.0;14.0
785475,4,14,1551453597,836.0;14.0
785476,4,14,1551453598,846.0;14.0
785477,4,14,1551453599,854.0;14.0
785479,4,14,1551453600,861.0;14.0
785478,4,14,1551453600,861.0;14.0
785480,4,14,1551453601,869.0;14.0
785481,4,14,1551453602,876.0;14.0
785482,4,14,1551453603,880.0;14.0
785483,4,14,1551453604,883.0;14.0
785484,4,14,1551453605,884.0;14.0
785485,4,14,1551453606,886.0;14.0
785486,4,14,1551453607,885.0;14.0
785488,4,14,1551453608,884.0;14.0
785487,4,14,1551453608,884.0;14.0
785489,4,14,1551453609,881.0;14.0
785490,4,14,1551453610,878.0;14.0
785491,4,14,1551453611,876.0;14.0
785492,4,14,1551453612,876.0;14.0
785493,4,14,1551453613,876.0;14.0
785494,4,14,1551453614,877.0;14.0
785496,4,14,1551453615,880.0;14.0
785495,4,14,1551453615,880.0;14.0
785497,4,14,1551453616,883.0;14.0
785498,4,14,1551453617,889.0;14.0
785499,4,14,1551453618,893.0;14.0
785500,4,14,1551453619,897.0;14.0
785501,4,14,1551453620,903.0;14.0
785502,4,14,1551453621,908.0;14.0
785443,4,14,1551453572,842.0;14.0
785445,4,14,1551453572,843.0;14.0
785444,4,14,1551453572,843.0;14.0
785446,4,14,1551453573,844.0;14.0
785447,4,14,1551453574,846.0;14.0
785448,4,14,1551453575,846.0;14.0
785449,4,14,1551453576,844.0;14.0
785451,4,14,1551453577,839.0;14.0
785450,4,14,1551453577,839.0;14.0
785452,4,14,1551453578,834.0;14.0
785453,4,14,1551453579,830.0;14.0
785454,4,14,1551453580,828.0;14.0
785455,4,14,1551453581,824.0;14.0
785457,4,14,1551453582,822.0;14.0
785456,4,14,1551453582,822.0;14.0
785458,4,14,1551453583,820.0;14.0
785459,4,14,1551453584,816.0;14.0
785460,4,14,1551453585,814.0;14.0
785462,4,14,1551453586,809.0;14.0
785461,4,14,1551453586,809.0;14.0
785463,4,14,1551453587,805.0;14.0
785464,4,14,1551453588,804.0;14.0
785465,4,14,1551453589,805.0;14.0
785467,4,14,1551453590,808.0;14.0
785466,4,14,1551453590,808.0;14.0
785468,4,14,1551453591,810.0;14.0
785469,4,14,1551453592,812.0;14.0
785470,4,14,1551453593,811.0;14.0
785471,4,14,1551453594,813.0;14.0
785473,4,14,1551453595,818.0;14.0
785472,4,14,1551453595,818.0;14.0
785414,4,14,1551453546,839.0;14.0
785416,4,14,1551453547,839.0;14.0
785415,4,14,1551453547,839.0;14.0
785417,4,14,1551453548,848.0;14.0
785418,4,14,1551453549,858.0;14.0
785419,4,14,1551453550,866.0;14.0
785420,4,14,1551453551,872.0;14.0
785421,4,14,1551453552,874.0;14.0
785422,4,14,1551453553,871.0;14.0
785424,4,14,1551453554,868.0;14.0
785423,4,14,1551453554,868.0;14.0
785425,4,14,1551453555,865.0;14.0
785426,4,14,1551453556,865.0;14.0
785427,4,14,1551453557,865.0;14.0
785428,4,14,1551453558,864.0;14.0
785429,4,14,1551453559,861.0;14.0
785431,4,14,1551453560,858.0;14.0
785430,4,14,1551453560,858.0;14.0
785432,4,14,1551453561,855.0;14.0
785433,4,14,1551453562,854.0;14.0
785434,4,14,1551453563,853.0;14.0
785435,4,14,1551453564,854.0;14.0
785436,4,14,1551453565,855.0;14.0
785438,4,14,1551453566,857.0;14.0
785437,4,14,1551453566,857.0;14.0
785439,4,14,1551453567,856.0;14.0
785440,4,14,1551453568,854.0;14.0
785441,4,14,1551453569,849.0;14.0
785442,4,14,1551453570,844.0;14.0
785385,4,14,1551453520,930.0;14.0
785386,4,14,1551453521,941.0;14.0
785387,4,14,1551453522,944.0;14.0
785388,4,14,1551453523,946.0;14.0
785390,4,14,1551453524,947.0;14.0
785389,4,14,1551453524,947.0;14.0
785391,4,14,1551453525,947.0;14.0
785392,4,14,1551453526,949.0;14.0
785393,4,14,1551453527,943.0;14.0
785394,4,14,1551453528,940.0;14.0
785395,4,14,1551453529,932.0;14.0
785396,4,14,1551453530,922.0;14.0
785397,4,14,1551453531,922.0;14.0
785398,4,14,1551453532,906.0;14.0
785399,4,14,1551453533,893.0;14.0
785400,4,14,1551453534,880.0;14.0
785402,4,14,1551453535,873.0;14.0
785401,4,14,1551453535,873.0;14.0
785403,4,14,1551453536,870.0;14.0
785404,4,14,1551453537,871.0;14.0
785405,4,14,1551453538,873.0;14.0
785406,4,14,1551453539,873.0;14.0
785407,4,14,1551453540,872.0;14.0
785408,4,14,1551453541,869.0;14.0
785410,4,14,1551453542,862.0;14.0
785409,4,14,1551453542,862.0;14.0
785411,4,14,1551453543,858.0;14.0
785412,4,14,1551453544,847.0;14.0
785413,4,14,1551453545,842.0;14.0
785356,4,14,1551453494,988.0;14.0
785357,4,14,1551453494,989.0;14.0
785358,4,14,1551453495,997.0;14.0
785359,4,14,1551453496,998.0;14.0
785360,4,14,1551453497,996.0;14.0
785361,4,14,1551453498,996.0;14.0
785362,4,14,1551453499,980.0;14.0
785363,4,14,1551453500,965.0;14.0
785365,4,14,1551453501,952.0;14.0
785364,4,14,1551453501,952.0;14.0
785366,4,14,1551453502,933.0;14.0
785367,4,14,1551453503,917.0;14.0
785368,4,14,1551453504,905.0;14.0
785369,4,14,1551453505,902.0;14.0
785370,4,14,1551453506,902.0;14.0
785371,4,14,1551453507,903.0;14.0
785372,4,14,1551453508,904.0;14.0
785373,4,14,1551453509,908.0;14.0
785374,4,14,1551453510,914.0;14.0
785376,4,14,1551453511,915.0;14.0
785375,4,14,1551453511,915.0;14.0
785377,4,14,1551453512,916.0;14.0
785378,4,14,1551453513,917.0;14.0
785379,4,14,1551453514,918.0;14.0
785380,4,14,1551453515,918.0;14.0
785381,4,14,1551453516,916.0;14.0
785382,4,14,1551453517,916.0;14.0
785383,4,14,1551453518,918.0;14.0
785384,4,14,1551453519,924.0;14.0
785329,4,14,1551453467,856.0;14.0
785328,4,14,1551453467,856.0;14.0
785330,4,14,1551453468,851.0;14.0
785331,4,14,1551453469,849.0;14.0
785332,4,14,1551453470,848.0;14.0
785333,4,14,1551453471,861.0;14.0
785334,4,14,1551453472,873.0;14.0
785335,4,14,1551453473,880.0;14.0
785337,4,14,1551453474,885.0;14.0
785336,4,14,1551453474,885.0;14.0
785338,4,14,1551453475,888.0;14.0
785339,4,14,1551453476,894.0;14.0
785340,4,14,1551453477,900.0;14.0
785341,4,14,1551453478,905.0;14.0
785342,4,14,1551453479,920.0;14.0
785343,4,14,1551453480,927.0;14.0
785344,4,14,1551453481,946.0;14.0
785345,4,14,1551453482,960.0;14.0
785346,4,14,1551453483,981.0;14.0
785347,4,14,1551453484,992.0;14.0
785348,4,14,1551453485,1005.0;14.0
785349,4,14,1551453486,1007.0;14.0
785350,4,14,1551453487,1007.0;14.0
785351,4,14,1551453488,989.0;14.0
785352,4,14,1551453489,987.0;14.0
785353,4,14,1551453490,984.0;14.0
785354,4,14,1551453491,996.0;14.0
785355,4,14,1551453492,990.0;14.0
785298,4,14,1551453400,774.0;15.0
785300,4,14,1551453403,700.0;15.0
785299,4,14,1551453403,2248.0;15.0
785301,4,14,1551453404,551.0;15.0
785302,4,14,1551453405,1630.0;15.0
785303,4,14,1551453406,845.0;15.0
785306,4,14,1551453407,340.0;15.0
785305,4,14,1551453407,383.0;15.0
785304,4,14,1551453407,367.0;15.0
785307,4,14,1551453408,931.0;15.0
785308,4,14,1551453412,4000.0;15.0
785309,4,14,1551453416,4000.0;15.0
785310,4,14,1551453420,4000.0;15.0
785311,4,14,1551453439,772.0;15.0
785313,4,14,1551453441,345.0;15.0
785312,4,14,1551453441,1826.0;15.0
785314,4,14,1551453442,939.0;15.0
785315,4,14,1551453443,976.0;15.0
785317,4,14,1551453444,754.0;15.0
785316,4,14,1551453444,260.0;15.0
785318,4,14,1551453445,944.0;15.0
785319,4,14,1551453449,4000.0;15.0
785320,4,14,1551453453,4000.0;15.0
785321,4,14,1551453457,4000.0;15.0
785322,4,14,1551453461,4000.0;15.0
785323,4,14,1551453462,904.0;14.0
785324,4,14,1551453463,894.0;14.0
785325,4,14,1551453464,887.0;14.0
785326,4,14,1551453465,884.0;14.0
785327,4,14,1551453466,868.0;14.0
785293,4,14,1551448160,751.0;15.0
785294,4,14,1551448161,890.0;15.0
785295,4,14,1551448162,1036.0;15.0
785297,4,14,1551448163,598.0;15.0
785296,4,14,1551448163,614.0;9.0
785273,4,14,1551448138,648.0;14.0
785275,4,14,1551448138,646.0;14.0
785274,4,14,1551448138,646.0;14.0
785276,4,14,1551448139,643.0;14.0
785278,4,14,1551448140,637.0;14.0
785277,4,14,1551448140,637.0;14.0
785280,4,14,1551448141,631.0;14.0
785279,4,14,1551448141,631.0;14.0
785281,4,14,1551448142,629.0;14.0
785283,4,14,1551448143,643.0;14.0
785282,4,14,1551448143,643.0;14.0
785284,4,14,1551448144,649.0;14.0
785286,4,14,1551448145,652.0;14.0
785285,4,14,1551448145,652.0;14.0
785287,4,14,1551448146,652.0;14.0
785289,4,14,1551448147,665.0;14.0
785288,4,14,1551448147,665.0;14.0
785290,4,14,1551448148,667.0;14.0
785292,4,14,1551448149,656.0;14.0
785291,4,14,1551448149,656.0;14.0
785238,4,14,1551448115,508.0;15.0
785239,4,14,1551448115,681.0;14.0
785241,4,14,1551448116,678.0;14.0
785240,4,14,1551448116,678.0;14.0
785242,4,14,1551448117,674.0;14.0
785244,4,14,1551448118,670.0;14.0
785243,4,14,1551448118,670.0;14.0
785245,4,14,1551448119,669.0;14.0
785247,4,14,1551448120,677.0;14.0
785246,4,14,1551448120,677.0;14.0
785248,4,14,1551448121,676.0;14.0
785250,4,14,1551448122,659.0;14.0
785249,4,14,1551448122,659.0;14.0
785251,4,14,1551448123,654.0;14.0
785253,4,14,1551448124,638.0;14.0
785252,4,14,1551448124,638.0;14.0
785255,4,14,1551448125,632.0;14.0
785254,4,14,1551448125,632.0;14.0
785256,4,14,1551448126,626.0;14.0
785258,4,14,1551448127,627.0;14.0
785257,4,14,1551448127,627.0;14.0
785259,4,14,1551448128,630.0;14.0
785261,4,14,1551448129,633.0;14.0
785260,4,14,1551448129,633.0;14.0
785262,4,14,1551448130,638.0;14.0
785264,4,14,1551448131,642.0;14.0
785263,4,14,1551448131,642.0;14.0
785266,4,14,1551448132,648.0;14.0
785265,4,14,1551448132,648.0;14.0
785267,4,14,1551448133,653.0;14.0
785269,4,14,1551448134,655.0;14.0
785268,4,14,1551448134,655.0;14.0
785270,4,14,1551448135,650.0;14.0
785272,4,14,1551448136,651.0;14.0
785271,4,14,1551448136,651.0;14.0
785205,4,14,1551448091,772.0;10.0
785206,4,14,1551448092,738.0;11.0
785207,4,14,1551448093,840.0;12.0
785209,4,14,1551448094,776.0;10.0
785208,4,14,1551448094,793.0;12.0
785210,4,14,1551448095,714.0;11.0
785212,4,14,1551448096,696.0;9.0
785211,4,14,1551448096,678.0;9.0
785213,4,14,1551448097,743.0;9.0
785214,4,14,1551448098,798.0;9.0
785215,4,14,1551448099,825.0;10.0
785217,4,14,1551448100,721.0;13.0
785216,4,14,1551448100,874.0;15.0
785218,4,14,1551448101,744.0;15.0
785219,4,14,1551448102,798.0;13.0
785221,4,14,1551448103,701.0;10.0
785220,4,14,1551448103,659.0;12.0
785222,4,14,1551448104,684.0;11.0
785224,4,14,1551448105,743.0;13.0
785223,4,14,1551448105,688.0;15.0
785225,4,14,1551448106,472.0;15.0
785226,4,14,1551448107,840.0;15.0
785228,4,14,1551448108,569.0;15.0
785227,4,14,1551448108,829.0;15.0
785230,4,14,1551448109,616.0;15.0
785229,4,14,1551448109,691.0;15.0
785231,4,14,1551448110,709.0;15.0
785233,4,14,1551448111,683.0;15.0
785232,4,14,1551448111,563.0;15.0
785234,4,14,1551448112,533.0;15.0
785236,4,14,1551448113,431.0;15.0
785235,4,14,1551448113,555.0;15.0
785237,4,14,1551448114,737.0;13.0
785205,4,14,1551448091,772.0;10.0
785206,4,14,1551448092,738.0;11.0
785207,4,14,1551448093,840.0;12.0
785209,4,14,1551448094,776.0;10.0
785208,4,14,1551448094,793.0;12.0
785210,4,14,1551448095,714.0;11.0
785212,4,14,1551448096,696.0;9.0
785211,4,14,1551448096,678.0;9.0
785213,4,14,1551448097,743.0;9.0
785214,4,14,1551448098,798.0;9.0
785215,4,14,1551448099,825.0;10.0
785217,4,14,1551448100,721.0;13.0
785216,4,14,1551448100,874.0;15.0
785218,4,14,1551448101,744.0;15.0
785219,4,14,1551448102,798.0;13.0
785221,4,14,1551448103,701.0;10.0
785220,4,14,1551448103,659.0;12.0
785222,4,14,1551448104,684.0;11.0
785224,4,14,1551448105,743.0;13.0
785223,4,14,1551448105,688.0;15.0
785225,4,14,1551448106,472.0;15.0
785226,4,14,1551448107,840.0;15.0
785228,4,14,1551448108,569.0;15.0
785227,4,14,1551448108,829.0;15.0
785230,4,14,1551448109,616.0;15.0
785229,4,14,1551448109,691.0;15.0
785231,4,14,1551448110,709.0;15.0
785233,4,14,1551448111,683.0;15.0
785232,4,14,1551448111,563.0;15.0
785234,4,14,1551448112,533.0;15.0
785236,4,14,1551448113,431.0;15.0
785235,4,14,1551448113,555.0;15.0
785237,4,14,1551448114,737.0;13.0
785174,4,14,1551448066,668.0;10.0
785173,4,14,1551448066,645.0;10.0
785175,4,14,1551448067,652.0;10.0
785177,4,14,1551448068,707.0;9.0
785176,4,14,1551448068,688.0;12.0
785178,4,14,1551448069,738.0;10.0
785180,4,14,1551448070,795.0;10.0
785179,4,14,1551448070,711.0;11.0
785181,4,14,1551448071,938.0;9.0
785182,4,14,1551448072,935.0;11.0
785183,4,14,1551448073,864.0;10.0
785184,4,14,1551448074,776.0;11.0
785185,4,14,1551448075,774.0;10.0
785187,4,14,1551448076,868.0;13.0
785186,4,14,1551448076,809.0;11.0
785188,4,14,1551448077,854.0;10.0
785189,4,14,1551448078,903.0;11.0
785190,4,14,1551448079,805.0;9.0
785191,4,14,1551448080,808.0;10.0
785193,4,14,1551448081,814.0;11.0
785192,4,14,1551448081,780.0;9.0
785194,4,14,1551448082,812.0;9.0
785195,4,14,1551448083,841.0;10.0
785196,4,14,1551448084,908.0;15.0
785197,4,14,1551448085,780.0;9.0
785199,4,14,1551448086,822.0;11.0
785198,4,14,1551448086,874.0;12.0
785200,4,14,1551448087,783.0;12.0
785201,4,14,1551448088,771.0;11.0
785202,4,14,1551448089,792.0;11.0
785204,4,14,1551448090,778.0;10.0
785203,4,14,1551448090,879.0;12.0
785141,4,14,1551448042,874.0;8.0
785142,4,14,1551448043,836.0;9.0
785144,4,14,1551448044,815.0;12.0
785143,4,14,1551448044,818.0;8.0
785145,4,14,1551448045,745.0;10.0
785146,4,14,1551448046,728.0;10.0
785148,4,14,1551448047,676.0;11.0
785147,4,14,1551448047,688.0;11.0
785149,4,14,1551448048,714.0;12.0
785150,4,14,1551448049,776.0;15.0
785152,4,14,1551448050,629.0;15.0
785151,4,14,1551448050,756.0;12.0
785153,4,14,1551448051,745.0;15.0
785154,4,14,1551448052,762.0;15.0
785156,4,14,1551448053,727.0;12.0
785155,4,14,1551448053,970.0;15.0
785157,4,14,1551448054,681.0;15.0
785159,4,14,1551448055,670.0;15.0
785158,4,14,1551448055,685.0;13.0
785160,4,14,1551448056,639.0;15.0
785162,4,14,1551448057,640.0;11.0
785161,4,14,1551448057,629.0;13.0
785163,4,14,1551448058,651.0;11.0
785165,4,14,1551448059,798.0;13.0
785164,4,14,1551448059,712.0;12.0
785166,4,14,1551448060,795.0;15.0
785167,4,14,1551448061,855.0;15.0
785168,4,14,1551448062,795.0;13.0
785170,4,14,1551448063,761.0;10.0
785169,4,14,1551448063,776.0;11.0
785171,4,14,1551448064,725.0;11.0
785172,4,14,1551448065,694.0;10.0
785109,4,14,1551448017,889.0;10.0
785110,4,14,1551448018,809.0;9.0
785112,4,14,1551448019,767.0;10.0
785111,4,14,1551448019,773.0;9.0
785113,4,14,1551448020,731.0;8.0
785115,4,14,1551448021,685.0;8.0
785114,4,14,1551448021,701.0;10.0
785116,4,14,1551448022,706.0;9.0
785117,4,14,1551448023,761.0;10.0
785119,4,14,1551448024,732.0;7.0
785118,4,14,1551448024,736.0;7.0
785120,4,14,1551448025,737.0;8.0
785121,4,14,1551448026,710.0;9.0
785123,4,14,1551448027,824.0;11.0
785122,4,14,1551448027,769.0;10.0
785124,4,14,1551448028,813.0;10.0
785125,4,14,1551448029,851.0;8.0
785126,4,14,1551448030,836.0;9.0
785128,4,14,1551448031,773.0;8.0
785127,4,14,1551448031,797.0;8.0
785129,4,14,1551448032,820.0;10.0
785130,4,14,1551448033,798.0;9.0
785131,4,14,1551448034,751.0;9.0
785133,4,14,1551448035,818.0;10.0
785132,4,14,1551448035,779.0;8.0
785134,4,14,1551448036,833.0;8.0
785135,4,14,1551448037,790.0;8.0
785136,4,14,1551448038,797.0;7.0
785138,4,14,1551448039,841.0;8.0
785137,4,14,1551448039,843.0;10.0
785139,4,14,1551448040,791.0;9.0
785140,4,14,1551448041,829.0;9.0
785078,4,14,1551447992,895.0;8.0
785079,4,14,1551447993,877.0;9.0
785080,4,14,1551447994,903.0;8.0
785082,4,14,1551447995,767.0;8.0
785081,4,14,1551447995,830.0;7.0
785083,4,14,1551447996,783.0;7.0
785084,4,14,1551447997,861.0;9.0
785085,4,14,1551447998,844.0;12.0
785086,4,14,1551447999,807.0;9.0
785088,4,14,1551448000,902.0;10.0
785087,4,14,1551448000,846.0;7.0
785089,4,14,1551448001,883.0;10.0
785090,4,14,1551448002,857.0;7.0
785091,4,14,1551448003,856.0;7.0
785092,4,14,1551448004,881.0;12.0
785093,4,14,1551448005,828.0;8.0
785095,4,14,1551448006,779.0;7.0
785094,4,14,1551448006,772.0;9.0
785096,4,14,1551448007,777.0;9.0
785097,4,14,1551448008,784.0;7.0
785099,4,14,1551448009,779.0;8.0
785098,4,14,1551448009,776.0;8.0
785100,4,14,1551448010,736.0;10.0
785101,4,14,1551448011,691.0;9.0
785103,4,14,1551448012,694.0;9.0
785102,4,14,1551448012,745.0;9.0
785104,4,14,1551448013,680.0;9.0
785106,4,14,1551448014,717.0;8.0
785105,4,14,1551448014,681.0;8.0
785107,4,14,1551448015,791.0;9.0
785108,4,14,1551448016,884.0;10.0
785046,4,14,1551447968,728.0;7.0
785047,4,14,1551447968,726.0;7.0
785048,4,14,1551447969,742.0;8.0
785050,4,14,1551447970,797.0;8.0
785049,4,14,1551447970,774.0;9.0
785051,4,14,1551447971,763.0;9.0
785052,4,14,1551447972,730.0;10.0
785054,4,14,1551447973,753.0;7.0
785053,4,14,1551447973,741.0;9.0
785055,4,14,1551447974,739.0;10.0
785056,4,14,1551447975,737.0;8.0
785058,4,14,1551447976,795.0;12.0
785057,4,14,1551447976,778.0;10.0
785059,4,14,1551447977,751.0;15.0
785060,4,14,1551447978,715.0;12.0
785062,4,14,1551447979,698.0;12.0
785061,4,14,1551447979,715.0;11.0
785063,4,14,1551447980,679.0;11.0
785065,4,14,1551447981,786.0;8.0
785064,4,14,1551447981,708.0;9.0
785066,4,14,1551447982,854.0;9.0
785067,4,14,1551447983,898.0;12.0
785068,4,14,1551447984,828.0;9.0
785069,4,14,1551447985,836.0;10.0
785071,4,14,1551447986,717.0;10.0
785070,4,14,1551447986,748.0;10.0
785072,4,14,1551447987,707.0;10.0
785073,4,14,1551447988,729.0;9.0
785075,4,14,1551447989,838.0;8.0
785074,4,14,1551447989,785.0;9.0
785076,4,14,1551447990,861.0;11.0
785077,4,14,1551447991,924.0;10.0
785015,4,14,1551447943,749.0;8.0
785017,4,14,1551447944,756.0;10.0
785016,4,14,1551447944,751.0;9.0
785018,4,14,1551447945,721.0;10.0
785019,4,14,1551447946,798.0;9.0
785020,4,14,1551447947,867.0;15.0
785022,4,14,1551447948,803.0;7.0
785021,4,14,1551447948,812.0;8.0
785023,4,14,1551447949,836.0;10.0
785024,4,14,1551447950,865.0;10.0
785025,4,14,1551447951,881.0;8.0
785026,4,14,1551447952,825.0;11.0
785028,4,14,1551447953,831.0;8.0
785027,4,14,1551447953,813.0;8.0
785029,4,14,1551447954,812.0;8.0
785030,4,14,1551447955,775.0;7.0
785031,4,14,1551447956,755.0;7.0
785033,4,14,1551447957,889.0;11.0
785032,4,14,1551447957,801.0;11.0
785034,4,14,1551447958,936.0;15.0
785035,4,14,1551447959,847.0;10.0
785036,4,14,1551447960,827.0;11.0
785038,4,14,1551447961,700.0;9.0
785037,4,14,1551447961,731.0;9.0
785039,4,14,1551447962,703.0;9.0
785040,4,14,1551447963,731.0;15.0
785042,4,14,1551447964,762.0;10.0
785041,4,14,1551447964,737.0;13.0
785043,4,14,1551447965,768.0;9.0
785044,4,14,1551447966,723.0;10.0
785045,4,14,1551447967,693.0;9.0
784984,4,14,1551447918,939.0;11.0
784985,4,14,1551447918,932.0;9.0
784986,4,14,1551447919,873.0;12.0
784987,4,14,1551447920,851.0;7.0
784989,4,14,1551447921,739.0;8.0
784988,4,14,1551447921,801.0;10.0
