count,streamType,tag,time,values
786326,4,14,1551454237,561.0;14.0
786329,4,14,1551454238,560.0;14.0
786328,4,14,1551454238,560.0;14.0
786331,4,14,1551454239,558.0;14.0
786330,4,14,1551454239,558.0;14.0
786333,4,14,1551454240,558.0;14.0
786332,4,14,1551454240,558.0;14.0
786334,4,14,1551454241,557.0;14.0
786336,4,14,1551454242,560.0;14.0
786335,4,14,1551454242,560.0;14.0
786338,4,14,1551454243,563.0;14.0
786337,4,14,1551454243,563.0;14.0
786340,4,14,1551454244,566.0;14.0
786339,4,14,1551454244,566.0;14.0
786341,4,14,1551454245,569.0;14.0
786343,4,14,1551454246,572.0;14.0
786342,4,14,1551454246,572.0;14.0
786345,4,14,1551454247,575.0;14.0
786344,4,14,1551454247,575.0;14.0
786347,4,14,1551454248,578.0;14.0
786346,4,14,1551454248,578.0;14.0
786348,4,14,1551454249,580.0;14.0
786350,4,14,1551454250,582.0;14.0
786349,4,14,1551454250,582.0;14.0
786276,4,14,1551454208,552.0;14.0
786275,4,14,1551454208,552.0;14.0
786278,4,14,1551454209,553.0;14.0
786277,4,14,1551454209,553.0;14.0
786279,4,14,1551454210,555.0;14.0
786281,4,14,1551454211,556.0;14.0
786280,4,14,1551454211,556.0;14.0
786283,4,14,1551454212,557.0;14.0
786282,4,14,1551454212,557.0;14.0
786285,4,14,1551454213,557.0;14.0
786284,4,14,1551454213,557.0;14.0
786287,4,14,1551454214,558.0;14.0
786286,4,14,1551454214,558.0;14.0
786288,4,14,1551454215,559.0;14.0
786290,4,14,1551454216,561.0;14.0
786289,4,14,1551454216,561.0;14.0
786292,4,14,1551454217,563.0;14.0
786291,4,14,1551454217,563.0;14.0
786294,4,14,1551454218,565.0;14.0
786293,4,14,1551454218,565.0;14.0
786295,4,14,1551454219,566.0;14.0
786297,4,14,1551454220,568.0;14.0
786296,4,14,1551454220,568.0;14.0
786299,4,14,1551454221,569.0;14.0
786298,4,14,1551454221,569.0;14.0
786301,4,14,1551454222,570.0;14.0
786300,4,14,1551454222,570.0;14.0
786302,4,14,1551454223,571.0;14.0
786304,4,14,1551454224,572.0;14.0
786303,4,14,1551454224,572.0;14.0
786306,4,14,1551454225,573.0;14.0
786305,4,14,1551454225,573.0;14.0
786308,4,14,1551454226,570.0;14.0
786307,4,14,1551454226,570.0;14.0
786309,4,14,1551454227,569.0;14.0
786311,4,14,1551454228,567.0;14.0
786310,4,14,1551454228,567.0;14.0
786313,4,14,1551454229,566.0;14.0
786312,4,14,1551454229,566.0;14.0
786238,4,14,1551454187,570.0;14.0
786237,4,14,1551454187,570.0;14.0
786240,4,14,1551454188,569.0;14.0
786239,4,14,1551454188,569.0;14.0
786242,4,14,1551454189,569.0;14.0
786241,4,14,1551454189,569.0;14.0
786244,4,14,1551454190,568.0;14.0
786243,4,14,1551454190,568.0;14.0
786245,4,14,1551454191,567.0;14.0
786247,4,14,1551454192,567.0;14.0
786246,4,14,1551454192,567.0;14.0
786249,4,14,1551454193,565.0;14.0
786248,4,14,1551454193,565.0;14.0
786251,4,14,1551454194,564.0;14.0
786250,4,14,1551454194,564.0;14.0
786252,4,14,1551454195,562.0;14.0
786254,4,14,1551454196,561.0;14.0
786253,4,14,1551454196,561.0;14.0
786256,4,14,1551454197,561.0;14.0
786255,4,14,1551454197,561.0;14.0
786258,4,14,1551454198,560.0;14.0
786257,4,14,1551454198,560.0;14.0
786260,4,14,1551454199,559.0;14.0
786259,4,14,1551454199,559.0;14.0
786261,4,14,1551454200,559.0;14.0
786263,4,14,1551454201,558.0;14.0
786262,4,14,1551454201,558.0;14.0
786265,4,14,1551454202,557.0;14.0
786264,4,14,1551454202,557.0;14.0
786267,4,14,1551454203,555.0;14.0
786266,4,14,1551454203,555.0;14.0
786269,4,14,1551454204,553.0;14.0
786268,4,14,1551454204,553.0;14.0
786270,4,14,1551454205,552.0;14.0
786272,4,14,1551454206,551.0;14.0
786271,4,14,1551454206,551.0;14.0
786274,4,14,1551454207,551.0;14.0
786273,4,14,1551454207,551.0;14.0
786201,4,14,1551454165,689.0;14.0
786203,4,14,1551454165,686.0;14.0
786202,4,14,1551454165,686.0;14.0
786204,4,14,1551454166,683.0;14.0
786206,4,14,1551454167,682.0;14.0
786205,4,14,1551454167,682.0;14.0
786207,4,14,1551454168,672.0;14.0
786209,4,14,1551454169,664.0;14.0
786208,4,14,1551454169,664.0;14.0
786210,4,14,1551454170,656.0;14.0
786212,4,14,1551454171,655.0;14.0
786211,4,14,1551454171,655.0;14.0
786213,4,14,1551454172,652.0;14.0
786215,4,14,1551454173,646.0;14.0
786214,4,14,1551454173,646.0;14.0
786216,4,14,1551454174,636.0;14.0
786218,4,14,1551454175,630.0;14.0
786217,4,14,1551454175,630.0;14.0
786220,4,14,1551454176,618.0;14.0
786219,4,14,1551454176,618.0;14.0
786221,4,14,1551454177,609.0;14.0
786223,4,14,1551454178,629.0;14.0
786222,4,14,1551454178,629.0;14.0
786224,4,14,1551454179,601.0;14.0
786226,4,14,1551454180,593.0;14.0
786225,4,14,1551454180,593.0;14.0
786228,4,14,1551454181,588.0;14.0
786227,4,14,1551454181,588.0;14.0
786230,4,14,1551454182,583.0;14.0
786229,4,14,1551454182,583.0;14.0
786231,4,14,1551454183,579.0;14.0
786233,4,14,1551454184,576.0;14.0
786232,4,14,1551454184,576.0;14.0
786235,4,14,1551454185,573.0;14.0
786234,4,14,1551454185,573.0;14.0
786236,4,14,1551454186,571.0;14.0
786168,4,14,1551454141,685.0;14.0
786170,4,14,1551454142,687.0;14.0
786169,4,14,1551454142,687.0;14.0
786171,4,14,1551454143,689.0;14.0
786172,4,14,1551454144,690.0;14.0
786174,4,14,1551454145,691.0;14.0
786173,4,14,1551454145,691.0;14.0
786175,4,14,1551454146,691.0;14.0
786177,4,14,1551454147,693.0;14.0
786176,4,14,1551454147,693.0;14.0
786178,4,14,1551454148,694.0;14.0
786180,4,14,1551454149,695.0;14.0
786179,4,14,1551454149,695.0;14.0
786181,4,14,1551454150,699.0;14.0
786182,4,14,1551454151,704.0;14.0
786184,4,14,1551454152,705.0;14.0
786183,4,14,1551454152,705.0;14.0
786185,4,14,1551454153,707.0;14.0
786187,4,14,1551454154,706.0;14.0
786186,4,14,1551454154,706.0;14.0
786188,4,14,1551454155,704.0;14.0
786190,4,14,1551454156,698.0;14.0
786189,4,14,1551454156,698.0;14.0
786191,4,14,1551454157,702.0;14.0
786192,4,14,1551454158,693.0;14.0
786194,4,14,1551454159,689.0;14.0
786193,4,14,1551454159,689.0;14.0
786195,4,14,1551454160,688.0;14.0
786197,4,14,1551454161,688.0;14.0
786196,4,14,1551454161,688.0;14.0
786198,4,14,1551454162,691.0;14.0
786200,4,14,1551454163,691.0;14.0
786199,4,14,1551454163,691.0;14.0
786133,4,14,1551454118,640.0;14.0
786134,4,14,1551454118,644.0;14.0
786136,4,14,1551454119,648.0;14.0
786135,4,14,1551454119,648.0;14.0
786137,4,14,1551454120,651.0;14.0
786139,4,14,1551454121,655.0;14.0
786138,4,14,1551454121,655.0;14.0
786140,4,14,1551454122,656.0;14.0
786142,4,14,1551454123,663.0;14.0
786141,4,14,1551454123,663.0;14.0
786143,4,14,1551454124,669.0;14.0
786145,4,14,1551454125,675.0;14.0
786144,4,14,1551454125,675.0;14.0
786146,4,14,1551454126,678.0;14.0
786148,4,14,1551454127,680.0;14.0
786147,4,14,1551454127,680.0;14.0
786149,4,14,1551454128,682.0;14.0
786151,4,14,1551454129,682.0;14.0
786150,4,14,1551454129,682.0;14.0
786152,4,14,1551454130,682.0;14.0
786153,4,14,1551454131,683.0;14.0
786155,4,14,1551454132,685.0;14.0
786154,4,14,1551454132,685.0;14.0
786156,4,14,1551454133,686.0;14.0
786158,4,14,1551454134,688.0;14.0
786157,4,14,1551454134,688.0;14.0
786159,4,14,1551454135,688.0;14.0
786161,4,14,1551454136,687.0;14.0
786160,4,14,1551454136,687.0;14.0
786162,4,14,1551454137,686.0;14.0
786164,4,14,1551454138,684.0;14.0
786163,4,14,1551454138,684.0;14.0
786165,4,14,1551454139,683.0;14.0
786167,4,14,1551454140,683.0;14.0
786166,4,14,1551454140,683.0;14.0
786099,4,14,1551454095,670.0;14.0
786098,4,14,1551454095,670.0;14.0
786100,4,14,1551454096,667.0;14.0
786102,4,14,1551454097,663.0;14.0
786101,4,14,1551454097,663.0;14.0
786103,4,14,1551454098,661.0;14.0
786105,4,14,1551454099,661.0;14.0
786104,4,14,1551454099,661.0;14.0
786106,4,14,1551454100,661.0;14.0
786108,4,14,1551454101,662.0;14.0
786107,4,14,1551454101,662.0;14.0
786109,4,14,1551454102,663.0;14.0
786111,4,14,1551454103,664.0;14.0
786110,4,14,1551454103,664.0;14.0
786112,4,14,1551454104,664.0;14.0
786114,4,14,1551454105,664.0;14.0
786113,4,14,1551454105,664.0;14.0
786115,4,14,1551454106,662.0;14.0
786117,4,14,1551454107,659.0;14.0
786116,4,14,1551454107,659.0;14.0
786118,4,14,1551454108,656.0;14.0
786120,4,14,1551454109,654.0;14.0
786119,4,14,1551454109,654.0;14.0
786121,4,14,1551454110,645.0;14.0
786123,4,14,1551454111,638.0;14.0
786122,4,14,1551454111,638.0;14.0
786125,4,14,1551454112,631.0;14.0
786124,4,14,1551454112,631.0;14.0
786126,4,14,1551454113,628.0;14.0
786128,4,14,1551454114,628.0;14.0
786127,4,14,1551454114,628.0;14.0
786129,4,14,1551454115,629.0;14.0
786131,4,14,1551454116,632.0;14.0
786130,4,14,1551454116,632.0;14.0
786132,4,14,1551454117,640.0;14.0
786099,4,14,1551454095,670.0;14.0
786098,4,14,1551454095,670.0;14.0
786100,4,14,1551454096,667.0;14.0
786102,4,14,1551454097,663.0;14.0
786101,4,14,1551454097,663.0;14.0
786103,4,14,1551454098,661.0;14.0
786105,4,14,1551454099,661.0;14.0
786104,4,14,1551454099,661.0;14.0
786106,4,14,1551454100,661.0;14.0
786108,4,14,1551454101,662.0;14.0
786107,4,14,1551454101,662.0;14.0
786109,4,14,1551454102,663.0;14.0
786111,4,14,1551454103,664.0;14.0
786110,4,14,1551454103,664.0;14.0
786112,4,14,1551454104,664.0;14.0
786114,4,14,1551454105,664.0;14.0
786113,4,14,1551454105,664.0;14.0
786115,4,14,1551454106,662.0;14.0
786117,4,14,1551454107,659.0;14.0
786116,4,14,1551454107,659.0;14.0
786118,4,14,1551454108,656.0;14.0
786120,4,14,1551454109,654.0;14.0
786119,4,14,1551454109,654.0;14.0
786121,4,14,1551454110,645.0;14.0
786123,4,14,1551454111,638.0;14.0
786122,4,14,1551454111,638.0;14.0
786125,4,14,1551454112,631.0;14.0
786124,4,14,1551454112,631.0;14.0
786126,4,14,1551454113,628.0;14.0
786128,4,14,1551454114,628.0;14.0
786127,4,14,1551454114,628.0;14.0
786129,4,14,1551454115,629.0;14.0
786131,4,14,1551454116,632.0;14.0
786130,4,14,1551454116,632.0;14.0
786132,4,14,1551454117,640.0;14.0
786064,4,14,1551454072,614.0;14.0
786063,4,14,1551454072,614.0;14.0
786065,4,14,1551454073,621.0;14.0
786067,4,14,1551454074,626.0;14.0
786066,4,14,1551454074,626.0;14.0
786068,4,14,1551454075,630.0;14.0
786070,4,14,1551454076,632.0;14.0
786069,4,14,1551454076,632.0;14.0
786072,4,14,1551454077,634.0;14.0
786071,4,14,1551454077,634.0;14.0
786073,4,14,1551454078,638.0;14.0
786075,4,14,1551454079,641.0;14.0
786074,4,14,1551454079,641.0;14.0
786076,4,14,1551454080,642.0;14.0
786078,4,14,1551454081,651.0;14.0
786077,4,14,1551454081,651.0;14.0
786079,4,14,1551454082,661.0;14.0
786081,4,14,1551454083,670.0;14.0
786080,4,14,1551454083,670.0;14.0
786082,4,14,1551454084,671.0;14.0
786084,4,14,1551454085,672.0;14.0
786083,4,14,1551454085,672.0;14.0
786085,4,14,1551454086,671.0;14.0
786087,4,14,1551454087,668.0;14.0
786086,4,14,1551454087,668.0;14.0
786088,4,14,1551454088,667.0;14.0
786090,4,14,1551454089,666.0;14.0
786089,4,14,1551454089,666.0;14.0
786091,4,14,1551454090,667.0;14.0
786093,4,14,1551454091,667.0;14.0
786092,4,14,1551454091,667.0;14.0
786094,4,14,1551454092,668.0;14.0
786096,4,14,1551454093,670.0;14.0
786095,4,14,1551454093,670.0;14.0
786097,4,14,1551454094,671.0;14.0
786027,4,14,1551454049,681.0;14.0
786029,4,14,1551454050,680.0;14.0
786028,4,14,1551454050,680.0;14.0
786030,4,14,1551454051,678.0;14.0
786032,4,14,1551454052,675.0;14.0
786031,4,14,1551454052,675.0;14.0
786033,4,14,1551454053,671.0;14.0
786035,4,14,1551454054,666.0;14.0
786034,4,14,1551454054,666.0;14.0
786036,4,14,1551454055,661.0;14.0
786038,4,14,1551454056,650.0;14.0
786037,4,14,1551454056,650.0;14.0
786039,4,14,1551454057,640.0;14.0
786041,4,14,1551454058,633.0;14.0
786040,4,14,1551454058,633.0;14.0
786042,4,14,1551454059,629.0;14.0
786044,4,14,1551454060,625.0;14.0
786043,4,14,1551454060,625.0;14.0
786046,4,14,1551454061,622.0;14.0
786045,4,14,1551454061,622.0;14.0
786047,4,14,1551454062,619.0;14.0
786049,4,14,1551454063,617.0;14.0
786048,4,14,1551454063,617.0;14.0
786050,4,14,1551454064,625.0;14.0
786052,4,14,1551454065,609.0;14.0
786051,4,14,1551454065,609.0;14.0
786054,4,14,1551454066,602.0;14.0
786053,4,14,1551454066,602.0;14.0
786055,4,14,1551454067,602.0;14.0
786057,4,14,1551454068,601.0;14.0
786056,4,14,1551454068,601.0;14.0
786059,4,14,1551454069,601.0;14.0
786058,4,14,1551454069,601.0;14.0
786060,4,14,1551454070,602.0;14.0
786062,4,14,1551454071,605.0;14.0
786061,4,14,1551454071,605.0;14.0
785993,4,14,1551454026,700.0;14.0
785995,4,14,1551454027,686.0;14.0
785994,4,14,1551454027,686.0;14.0
785996,4,14,1551454028,678.0;14.0
785998,4,14,1551454029,673.0;14.0
785997,4,14,1551454029,673.0;14.0
785999,4,14,1551454030,689.0;14.0
786001,4,14,1551454031,690.0;14.0
786000,4,14,1551454031,690.0;14.0
786002,4,14,1551454032,691.0;14.0
786004,4,14,1551454033,693.0;14.0
786003,4,14,1551454033,693.0;14.0
786005,4,14,1551454034,695.0;14.0
786007,4,14,1551454035,696.0;14.0
786006,4,14,1551454035,696.0;14.0
786008,4,14,1551454036,680.0;14.0
786010,4,14,1551454037,682.0;14.0
786009,4,14,1551454037,682.0;14.0
786011,4,14,1551454038,686.0;14.0
786012,4,14,1551454039,688.0;14.0
786014,4,14,1551454040,691.0;14.0
786013,4,14,1551454040,691.0;14.0
786015,4,14,1551454041,690.0;14.0
786017,4,14,1551454042,689.0;14.0
786016,4,14,1551454042,689.0;14.0
786018,4,14,1551454043,674.0;14.0
786020,4,14,1551454044,674.0;14.0
786019,4,14,1551454044,674.0;14.0
786021,4,14,1551454045,674.0;14.0
786023,4,14,1551454046,677.0;14.0
786022,4,14,1551454046,677.0;14.0
786024,4,14,1551454047,679.0;14.0
786026,4,14,1551454048,681.0;14.0
786025,4,14,1551454048,681.0;14.0
785961,4,14,1551454002,722.0;14.0
785960,4,14,1551454002,722.0;14.0
785962,4,14,1551454003,728.0;14.0
785964,4,14,1551454004,732.0;14.0
785963,4,14,1551454004,732.0;14.0
785965,4,14,1551454005,735.0;14.0
785966,4,14,1551454006,737.0;14.0
785968,4,14,1551454007,740.0;14.0
785967,4,14,1551454007,740.0;14.0
785969,4,14,1551454008,751.0;14.0
785970,4,14,1551454009,758.0;14.0
785972,4,14,1551454010,763.0;14.0
785971,4,14,1551454010,763.0;14.0
785973,4,14,1551454011,764.0;14.0
785974,4,14,1551454012,763.0;14.0
785976,4,14,1551454013,762.0;14.0
785975,4,14,1551454013,762.0;14.0
785977,4,14,1551454014,757.0;14.0
785978,4,14,1551454015,747.0;14.0
785980,4,14,1551454016,738.0;14.0
785979,4,14,1551454016,738.0;14.0
785981,4,14,1551454017,731.0;14.0
785982,4,14,1551454018,728.0;14.0
785984,4,14,1551454019,726.0;14.0
785983,4,14,1551454019,726.0;14.0
785985,4,14,1551454020,723.0;14.0
785986,4,14,1551454021,722.0;14.0
785988,4,14,1551454022,720.0;14.0
785987,4,14,1551454022,720.0;14.0
785989,4,14,1551454023,718.0;14.0
785991,4,14,1551454024,712.0;14.0
785990,4,14,1551454024,712.0;14.0
785992,4,14,1551454025,710.0;14.0
785926,4,14,1551453978,743.0;14.0
785928,4,14,1551453979,730.0;14.0
785927,4,14,1551453979,730.0;14.0
785929,4,14,1551453980,719.0;14.0
785931,4,14,1551453981,711.0;14.0
785930,4,14,1551453981,711.0;14.0
785932,4,14,1551453982,706.0;14.0
785933,4,14,1551453983,702.0;14.0
785935,4,14,1551453984,697.0;14.0
785934,4,14,1551453984,697.0;14.0
785936,4,14,1551453985,692.0;14.0
785938,4,14,1551453986,690.0;14.0
785937,4,14,1551453986,690.0;14.0
785939,4,14,1551453987,690.0;14.0
785941,4,14,1551453988,691.0;14.0
785940,4,14,1551453988,691.0;14.0
785942,4,14,1551453989,691.0;14.0
785944,4,14,1551453990,696.0;14.0
785943,4,14,1551453990,696.0;14.0
785945,4,14,1551453991,690.0;14.0
785947,4,14,1551453992,687.0;14.0
785946,4,14,1551453992,687.0;14.0
785948,4,14,1551453993,685.0;14.0
785949,4,14,1551453994,688.0;14.0
785951,4,14,1551453995,686.0;14.0
785950,4,14,1551453995,686.0;14.0
785952,4,14,1551453996,690.0;14.0
785954,4,14,1551453997,694.0;14.0
785953,4,14,1551453997,694.0;14.0
785955,4,14,1551453998,695.0;14.0
785957,4,14,1551453999,697.0;14.0
785956,4,14,1551453999,697.0;14.0
785958,4,14,1551454000,702.0;14.0
785959,4,14,1551454001,715.0;14.0
785896,4,14,1551453953,858.0;14.0
785897,4,14,1551453954,869.0;14.0
785899,4,14,1551453955,874.0;14.0
785898,4,14,1551453955,874.0;14.0
785900,4,14,1551453956,877.0;14.0
785901,4,14,1551453957,878.0;14.0
785902,4,14,1551453958,879.0;14.0
785903,4,14,1551453959,875.0;14.0
785904,4,14,1551453960,875.0;14.0
785905,4,14,1551453961,876.0;14.0
785907,4,14,1551453962,850.0;14.0
785906,4,14,1551453962,850.0;14.0
785908,4,14,1551453963,846.0;14.0
785909,4,14,1551453964,842.0;14.0
785910,4,14,1551453965,841.0;14.0
785911,4,14,1551453966,842.0;14.0
785912,4,14,1551453967,844.0;14.0
785914,4,14,1551453968,832.0;14.0
785913,4,14,1551453968,832.0;14.0
785915,4,14,1551453969,822.0;14.0
785916,4,14,1551453970,819.0;14.0
785917,4,14,1551453971,817.0;14.0
785919,4,14,1551453972,816.0;14.0
785918,4,14,1551453972,816.0;14.0
785920,4,14,1551453973,800.0;14.0
785921,4,14,1551453974,776.0;14.0
785922,4,14,1551453975,769.0;14.0
785924,4,14,1551453976,763.0;14.0
785923,4,14,1551453976,763.0;14.0
785925,4,14,1551453977,754.0;14.0
785867,4,14,1551453927,846.0;14.0
785868,4,14,1551453928,844.0;14.0
785869,4,14,1551453929,843.0;14.0
785870,4,14,1551453930,844.0;14.0
785872,4,14,1551453931,848.0;14.0
785871,4,14,1551453931,848.0;14.0
785873,4,14,1551453932,855.0;14.0
785874,4,14,1551453933,858.0;14.0
785875,4,14,1551453934,869.0;14.0
785876,4,14,1551453935,885.0;14.0
785877,4,14,1551453936,897.0;14.0
785878,4,14,1551453937,908.0;14.0
785880,4,14,1551453938,916.0;14.0
785879,4,14,1551453938,916.0;14.0
785881,4,14,1551453939,924.0;14.0
785882,4,14,1551453940,928.0;14.0
785883,4,14,1551453941,931.0;14.0
785884,4,14,1551453942,932.0;14.0
785885,4,14,1551453943,927.0;14.0
785886,4,14,1551453944,923.0;14.0
785887,4,14,1551453945,917.0;14.0
785888,4,14,1551453946,907.0;14.0
785889,4,14,1551453947,894.0;14.0
785890,4,14,1551453948,896.0;14.0
785892,4,14,1551453949,882.0;14.0
785891,4,14,1551453949,882.0;14.0
785893,4,14,1551453950,872.0;14.0
785894,4,14,1551453951,855.0;14.0
785895,4,14,1551453952,853.0;14.0
785836,4,14,1551453902,877.0;14.0
785837,4,14,1551453902,874.0;14.0
785838,4,14,1551453903,871.0;14.0
785840,4,14,1551453904,866.0;14.0
785839,4,14,1551453904,866.0;14.0
785841,4,14,1551453905,862.0;14.0
785842,4,14,1551453906,855.0;14.0
785843,4,14,1551453907,848.0;14.0
785844,4,14,1551453908,843.0;14.0
785846,4,14,1551453909,840.0;14.0
785845,4,14,1551453909,840.0;14.0
785847,4,14,1551453910,837.0;14.0
785848,4,14,1551453911,835.0;14.0
785849,4,14,1551453912,835.0;14.0
785850,4,14,1551453913,837.0;14.0
785852,4,14,1551453914,838.0;14.0
785851,4,14,1551453914,838.0;14.0
785853,4,14,1551453915,840.0;14.0
785854,4,14,1551453916,842.0;14.0
785855,4,14,1551453917,844.0;14.0
785856,4,14,1551453918,845.0;14.0
785857,4,14,1551453919,844.0;14.0
785859,4,14,1551453920,845.0;14.0
785858,4,14,1551453920,845.0;14.0
785860,4,14,1551453921,844.0;14.0
785861,4,14,1551453922,841.0;14.0
785862,4,14,1551453923,841.0;14.0
785863,4,14,1551453924,843.0;14.0
785865,4,14,1551453925,846.0;14.0
785864,4,14,1551453925,846.0;14.0
785866,4,14,1551453926,848.0;14.0
785807,4,14,1551453876,850.0;15.0
785808,4,14,1551453877,863.0;12.0
785809,4,14,1551453878,904.0;12.0
785810,4,14,1551453879,889.0;13.0
785811,4,14,1551453880,816.0;15.0
785812,4,14,1551453881,837.0;15.0
785813,4,14,1551453882,912.0;12.0
785815,4,14,1551453883,791.0;15.0
785814,4,14,1551453883,956.0;13.0
785816,4,14,1551453884,896.0;12.0
785817,4,14,1551453885,970.0;15.0
785818,4,14,1551453886,944.0;13.0
785819,4,14,1551453887,790.0;15.0
785820,4,14,1551453888,865.0;12.0
785821,4,14,1551453889,908.0;12.0
785822,4,14,1551453890,948.0;15.0
785824,4,14,1551453891,821.0;15.0
785823,4,14,1551453891,946.0;12.0
785825,4,14,1551453892,871.0;15.0
785826,4,14,1551453893,796.0;15.0
785827,4,14,1551453894,859.0;15.0
785829,4,14,1551453895,758.0;15.0
785828,4,14,1551453895,726.0;15.0
785830,4,14,1551453896,690.0;15.0
785831,4,14,1551453897,759.0;15.0
785833,4,14,1551453898,578.0;15.0
785832,4,14,1551453898,845.0;15.0
785834,4,14,1551453899,880.0;14.0
785835,4,14,1551453900,878.0;14.0
785776,4,14,1551453851,775.0;15.0
785777,4,14,1551453851,749.0;12.0
785779,4,14,1551453852,733.0;12.0
785778,4,14,1551453852,748.0;12.0
785780,4,14,1551453853,717.0;15.0
785781,4,14,1551453854,809.0;12.0
785782,4,14,1551453855,876.0;11.0
785784,4,14,1551453856,787.0;12.0
785783,4,14,1551453856,816.0;12.0
785785,4,14,1551453857,846.0;13.0
785786,4,14,1551453858,867.0;13.0
785787,4,14,1551453859,821.0;15.0
785788,4,14,1551453860,801.0;15.0
785790,4,14,1551453861,902.0;15.0
785789,4,14,1551453861,841.0;13.0
785791,4,14,1551453862,818.0;15.0
785792,4,14,1551453863,842.0;12.0
785793,4,14,1551453864,888.0;11.0
785794,4,14,1551453865,878.0;12.0
785795,4,14,1551453866,829.0;13.0
785797,4,14,1551453867,853.0;12.0
785796,4,14,1551453867,804.0;12.0
785798,4,14,1551453868,906.0;12.0
785799,4,14,1551453869,843.0;13.0
785800,4,14,1551453870,869.0;13.0
785801,4,14,1551453871,993.0;12.0
785802,4,14,1551453872,936.0;12.0
785803,4,14,1551453873,812.0;15.0
785804,4,14,1551453874,912.0;10.0
785806,4,14,1551453875,898.0;12.0
785805,4,14,1551453875,953.0;11.0
785745,4,14,1551453826,768.0;12.0
785746,4,14,1551453826,789.0;12.0
785747,4,14,1551453827,772.0;15.0
785748,4,14,1551453828,725.0;13.0
785750,4,14,1551453829,828.0;15.0
785749,4,14,1551453829,817.0;11.0
785751,4,14,1551453830,748.0;12.0
785752,4,14,1551453831,722.0;12.0
785754,4,14,1551453832,823.0;12.0
785753,4,14,1551453832,777.0;12.0
785755,4,14,1551453833,753.0;12.0
785756,4,14,1551453834,765.0;13.0
785758,4,14,1551453835,793.0;13.0
785757,4,14,1551453835,758.0;13.0
785759,4,14,1551453836,844.0;12.0
785760,4,14,1551453837,765.0;13.0
785761,4,14,1551453838,894.0;11.0
785762,4,14,1551453839,914.0;12.0
785763,4,14,1551453840,823.0;11.0
785765,4,14,1551453841,827.0;15.0
785764,4,14,1551453841,824.0;10.0
785766,4,14,1551453842,859.0;11.0
785767,4,14,1551453843,793.0;12.0
785768,4,14,1551453844,757.0;13.0
785770,4,14,1551453845,841.0;12.0
785769,4,14,1551453845,767.0;12.0
785771,4,14,1551453846,776.0;12.0
785772,4,14,1551453847,757.0;15.0
785773,4,14,1551453848,818.0;12.0
785775,4,14,1551453849,774.0;11.0
785774,4,14,1551453849,854.0;12.0
785712,4,14,1551453802,769.0;15.0
785714,4,14,1551453802,760.0;15.0
785713,4,14,1551453802,684.0;15.0
785715,4,14,1551453803,753.0;15.0
785716,4,14,1551453804,775.0;12.0
785718,4,14,1551453805,712.0;15.0
785717,4,14,1551453805,748.0;15.0
785719,4,14,1551453806,787.0;13.0
785720,4,14,1551453807,853.0;15.0
785722,4,14,1551453808,703.0;13.0
785721,4,14,1551453808,767.0;15.0
785723,4,14,1551453809,794.0;15.0
785724,4,14,1551453810,728.0;15.0
785726,4,14,1551453811,678.0;15.0
785725,4,14,1551453811,720.0;15.0
785727,4,14,1551453812,718.0;15.0
785728,4,14,1551453813,769.0;15.0
785730,4,14,1551453814,709.0;15.0
785729,4,14,1551453814,765.0;15.0
785731,4,14,1551453815,682.0;15.0
785733,4,14,1551453816,725.0;11.0
785732,4,14,1551453816,769.0;12.0
785734,4,14,1551453817,752.0;15.0
785735,4,14,1551453818,696.0;13.0
785737,4,14,1551453819,775.0;15.0
785736,4,14,1551453819,764.0;15.0
785738,4,14,1551453820,731.0;15.0
785739,4,14,1551453821,727.0;15.0
785741,4,14,1551453822,779.0;12.0
785740,4,14,1551453822,722.0;15.0
785742,4,14,1551453823,771.0;12.0
785743,4,14,1551453824,687.0;13.0
785744,4,14,1551453825,767.0;13.0
785681,4,14,1551453777,901.0;15.0
785682,4,14,1551453777,869.0;12.0
785683,4,14,1551453778,856.0;13.0
785685,4,14,1551453779,765.0;15.0
785684,4,14,1551453779,798.0;15.0
785686,4,14,1551453780,803.0;12.0
785687,4,14,1551453781,851.0;13.0
785688,4,14,1551453782,746.0;15.0
785690,4,14,1551453783,881.0;15.0
785689,4,14,1551453783,780.0;15.0
785691,4,14,1551453784,842.0;15.0
785692,4,14,1551453785,851.0;15.0
785693,4,14,1551453786,782.0;15.0
785694,4,14,1551453787,873.0;15.0
785696,4,14,1551453788,799.0;15.0
785695,4,14,1551453788,811.0;12.0
785697,4,14,1551453789,774.0;15.0
785698,4,14,1551453790,799.0;12.0
785699,4,14,1551453791,868.0;15.0
785701,4,14,1551453792,746.0;15.0
785700,4,14,1551453792,716.0;15.0
785702,4,14,1551453793,811.0;15.0
785703,4,14,1551453794,788.0;13.0
785705,4,14,1551453795,762.0;15.0
785704,4,14,1551453795,767.0;13.0
785706,4,14,1551453796,760.0;12.0
785707,4,14,1551453797,795.0;12.0
785708,4,14,1551453798,749.0;15.0
785710,4,14,1551453799,767.0;15.0
785709,4,14,1551453799,746.0;15.0
785711,4,14,1551453800,798.0;15.0
785652,4,14,1551453751,866.0;11.0
785653,4,14,1551453751,926.0;9.0
785654,4,14,1551453752,882.0;13.0
785655,4,14,1551453753,814.0;12.0
785656,4,14,1551453754,854.0;11.0
785658,4,14,1551453755,878.0;11.0
785657,4,14,1551453755,920.0;9.0
