1602867879.000000
1.000000
51.00
51.50
51.00
52.75
64.00
63.17
64.43
65.88
67.11
68.10
68.91
69.50
69.92
70.14
70.20
70.31
70.35
70.33
70.26
70.20
70.14
70.14
70.17
70.25
70.28
70.31
70.22
70.11
69.76
69.33
68.87
68.53
68.12
67.71
67.29
66.92
66.51
66.34
66.10
65.88
65.68
65.48
65.28
65.57
65.84
66.13
66.11
66.19
66.39
66.60
66.80
67.00
66.94
66.83
66.67
66.50
66.33
66.16
65.98
65.83
65.95
66.08
66.30
66.38
65.78
66.03
66.07
66.05
66.02
65.98
65.95
65.93
65.93
65.98
66.05
66.17
66.27
66.42
66.60
66.95
