TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-05-24 20:26:20.103,0.7351861,0.75221175,0.7142827,1.0234661,0.25141665,0.20515922,0.20875986,0.4284351,0.493829,0.26954356,0.116377234,0.7576545,0.19817957,0.44959578,0.2879463,0.3938775,-0.039099563,0.11432105,-0.021393389,-0.31479052,823.1868,787.326,808.2784,850.18317,987.5824,-0.35247802734375,0.10455322265625,0.9674072265625,3.416900634765625,0.605621337890625,3.768310546875,1,2.0,1.0,1.0,2.0,100.00
2021-05-24 20:26:20.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-05-24 20:26:21.161,1.0636706,0.9159565,0.73419136,1.0234661,1.1203997,0.36750945,0.3032928,0.4284351,0.97498995,0.34858048,0.049932413,0.7576545,0.36207214,0.487464,0.106022984,0.3938775,-0.031880643,0.25536606,-0.21512243,-0.31479052,864.68866,803.0403,800.6227,849.7802,812.71063,-0.3388671875,0.091064453125,0.9305419921875,4.643096923828125,2.355194091796875,2.026214599609375,1,1.0,1.0,1.0,1.0,100.00
2021-05-24 20:26:22.174,1.2265232,0.7913288,0.6858412,0.5500559,1.2893434,0.64770347,0.1879949,0.070321366,0.7260451,0.4201354,0.17192528,0.52034295,0.4078232,0.48006,0.11060978,0.38405848,-0.13648327,0.24537683,-0.15116534,-0.21168016,830.0366,778.46155,811.9048,847.3626,650.32965,-0.33160400390625,0.096923828125,0.93511962890625,4.239349365234375,0.635528564453125,3.48419189453125,1,1.0,1.0,1.0,1.0,100.00
2021-05-24 20:26:23.184,1.0096493,0.82201374,0.67741984,0.801944,1.035277,0.5007383,-0.049515214,0.67352754,0.8054429,0.44649836,0.10406337,0.9156962,0.48030663,0.5299861,0.11284386,0.6177872,0.04751855,0.33189678,0.10148334,-0.071735285,808.68134,817.9487,794.57874,805.8608,819.5604,-0.315673828125,0.11407470703125,0.94842529296875,4.366455078125,-0.052337646484375,1.5252685546875,1,1.0,1.0,1.0,1.0,100.00
2021-05-24 20:26:23.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-05-24 20:26:24.204,0.2985697,0.865886,1.0737871,1.2946407,0.31467003,0.17613982,0.1280074,1.1187419,0.5337194,0.19928093,0.20120084,0.75029516,0.4970034,0.54117906,0.1427592,0.39230502,0.06258673,0.3497045,-0.019914303,0.0045327656,794.9817,763.1502,863.47986,823.9927,525.0183,-0.302001953125,0.09417724609375,0.95086669921875,5.443115234375,0.01495361328125,3.54400634765625,1,1.0,1.0,1.0,1.0,100.00
2021-05-24 20:26:25.206,1.2623203,1.147275,1.1305933,0.573454,0.57177585,0.37607038,0.024558097,0.31178173,1.3121889,0.580588,0.37415135,1.327094,0.70228225,0.45693702,-0.03665879,0.32630697,0.071665585,0.21443436,-0.14019653,-0.078492716,832.0513,792.96704,844.5421,852.1978,581.02563,-0.3145751953125,0.09442138671875,0.931396484375,2.519683837890625,5.899200439453125,6.153411865234375,1,1.0,1.0,1.0,1.0,100.00
2021-05-24 20:26:26.207,0.7954129,0.7500047,0.52954775,0.52904457,0.32583314,-0.083074346,-0.06570026,0.33456856,1.190921,0.49730137,0.39601588,1.328017,0.5157695,0.3911882,-0.08673603,0.32997414,0.05569809,0.22105347,0.101351656,-0.05970892,821.5751,789.34064,848.1685,827.619,731.7216,-0.30780029296875,0.0830078125,0.94549560546875,3.760833740234375,0.949554443359375,3.058013916015625,1,1.0,1.0,1.0,1.0,100.00
2021-05-24 20:26:27.209,0.4065867,0.16566981,0.83950716,0.30409157,0.45013386,0.01363875,0.08045944,0.33691758,0.5561738,0.5692853,0.35428578,1.1811402,0.366816,0.40861273,0.17279048,0.11134132,-0.014828632,0.38345382,0.07434308,-0.11135997,837.28937,804.2491,837.28937,855.0183,858.6447,-0.2686767578125,0.090087890625,0.9586181640625,2.444915771484375,-0.55328369140625,2.504730224609375,1,1.0,1.0,1.0,1.0,100.00
